"Package","Version","CRANRelease","SnapshotFirstDate","SnapshotLastDate","Depends","Imports","License","Suggests"
"crqa","1.0.5","2014-12-05 17:20:24","2014-12-09","2015-04-20","R (>= 3.0.0), Matrix, tseriesChaos, fields, pracma",,"GPL (>= 2)",
"crrSC","1.1","2013-06-23 00:24:35","2013-09-03","2015-04-20","survival",,"GPL-2",
"crrstep","2013-02.12","2013-02-16 20:41:58","2013-09-03","2014-01-09","cmprsk (>= 2.2-4)",,"GPL (>= 2)",
"crrstep","2014-01.08","2014-01-09 01:06:58","2014-01-10","2014-07-18","cmprsk",,"GPL (>= 2)",
"crrstep","2014-07.16","2014-07-17 23:40:33","2014-07-19","2015-02-25","cmprsk",,"GPL (>= 2)",
"crrstep","2015-2.1","2015-02-23 23:17:19","2015-02-26","2015-04-20","cmprsk",,"GPL (>= 2)",
"crs","0.15-18","2012-12-29 18:45:34","2013-09-03","2014-01-03","",,"GPL","np, npRmpi, rgl, quadprog, quantreg"
"crs","0.15-19","2014-01-01 06:12:28","2014-01-04","2014-01-06","","boot, stats","GPL","np, npRmpi, rgl, quadprog, quantreg, logspline"
"crs","0.15-20","2014-01-03 07:51:55","2014-01-07","2014-01-09","","boot, stats","GPL","np, npRmpi, rgl, quadprog, quantreg, logspline"
"crs","0.15-21","2014-01-09 12:33:16","2014-01-10","2014-01-24","","boot, stats","GPL","np, npRmpi, rgl, quadprog, quantreg, logspline"
"crs","0.15-22","2014-01-22 16:51:03","2014-01-25","2014-08-13","","boot, stats","GPL","np, npRmpi, rgl, quadprog, quantreg, logspline"
"crs","0.15-23","2014-08-11 14:41:08","2014-08-14","2014-12-19",,"boot, stats","GPL","np, npRmpi, rgl, quadprog, quantreg, logspline"
"crs","0.15-24","2014-12-18 18:37:05","2014-12-20","2015-04-20",,"boot, stats, np, quantreg, rgl","GPL","logspline, npRmpi, quadprog"
"crunch","1.0.2","2015-04-04 07:33:03","2015-04-07","2015-04-17","R (>= 3.0.0)","httr, RJSONIO, methods, RCurl","LGPL (>= 3)","knitr, testthat"
"crunch","1.1.0","2015-04-17 00:18:44","2015-04-18","2015-04-20","R (>= 3.0.0)","httr, jsonlite, methods, RCurl","LGPL (>= 3)","knitr, testthat"
"csSAM","1.2.4","2013-05-13 17:40:00","2013-09-03","2015-04-20","R (>= 2.15), compiler",,"LGPL",
"csampling","1.2-2","2014-04-03 14:00:49","2014-04-05","2015-04-20","R (>= 3.0.0), marg, statmod, survival",,"GPL (>= 2) | file LICENCE",
"cshapes","0.4-2","2013-05-07 06:22:17","2013-09-03","2015-04-20","R (>= 2.8.0), sp (>= 1.0-5), maptools (>= 0.8-21), plyr (>= 1.8)",,"GPL (>= 2)",
"cslogistic","0.1-3","2012-09-14 16:47:05","2013-09-03","2015-04-20","R (>= 2.10), mvtnorm",,"GPL (>= 2)",
"csn","1.0","2014-06-21 07:21:37","2014-06-24","2014-07-02","R (>= 2.2.0)","mnormt","GPL-2",
"csn","1.1","2014-07-01 09:32:59","2014-07-03","2014-12-24","R (>= 2.2.0)","mnormt","GPL-2",
"csn","1.1.1","2014-12-24 01:42:03","2014-12-25","2015-04-20","R (>= 2.2.0)","mnormt","GPL-2",
"csound","0.1-1","2012-04-30 21:11:29","2013-09-03","2014-09-22","R (>= 2.12.0), rdyncall",,"GPL (>= 2)",
"csrplus","1.03-0","2015-04-12 22:58:24","2015-04-14","2015-04-20","R (>= 3.0.2)","sp","GPL-2",
"cstar","1.0","2014-05-18 01:21:27","2014-05-24","2015-04-20",,,"GPL-2","MASS"
"csvread","1.0","2014-06-25 18:17:46","2014-06-28","2014-11-12","R (>= 3.0.3), methods",,"Apache License (== 2.0)",
"csvread","1.1","2014-11-11 23:56:24","2014-11-13","2015-03-09","R (>= 2.15), methods",,"Apache License (== 2.0)",
"csvread","1.2","2015-03-08 19:15:51","2015-03-10","2015-04-20","R (>= 2.15), methods",,"Apache License (== 2.0)",
"cts","1.0-18","2013-08-22 20:52:06","2013-09-03","2014-02-28",,,"GPL (>= 2)",
"cts","1.0-19","2014-02-27 00:15:36","2014-03-01","2015-04-20",,,"GPL (>= 2)",
"ctv","0.7-8","2013-04-12 09:35:24","2013-09-03","2014-01-06","R (>= 2.13.0), utils",,"GPL-2","XML"
"ctv","0.7-9","2014-01-05 12:40:45","2014-01-07","2014-08-01","R (>= 2.13.0), utils",,"GPL-2 | GPL-3","XML"
"ctv","0.8-0","2014-07-31 16:58:22","2014-08-02","2015-01-12","R (>= 2.13.0), utils",,"GPL-2 | GPL-3","XML"
"ctv","0.8-1","2015-01-10 12:05:11","2015-01-13","2015-04-20","R (>= 2.13.0), utils",,"GPL-2 | GPL-3","XML"
"cubature","1.1-2","2013-02-25 07:34:37","2013-09-03","2015-04-20",,,"GPL (>= 2)",
"cubfits","0.1-0","2014-05-19 07:14:31","2014-05-24","2015-04-20","R(>= 3.0.0), methods",,"Mozilla Public License 2.0","seqinr, VGAM, EMCluster"
"cudaBayesreg","0.3-13","2011-10-19 18:57:46","2013-09-03","2014-03-05","R (>= 2.9.2), cudaBayesregData, oro.nifti",,"GPL (>= 2)",
"cudaBayesreg","0.3-15","2014-03-03 10:48:19","2014-03-06","2015-01-09","R (>= 2.9.2), cudaBayesregData, oro.nifti",,"GPL (>= 2)",
"cudaBayesreg","0.3-16","2015-01-07 16:10:14","2015-01-10","2015-04-20","R (>= 3.0.0), cudaBayesregData, oro.nifti",,"GPL (>= 2)",
"cudaBayesregData","0.3-11","2012-10-30 12:31:23","2013-09-03","2015-04-20","R (>= 2.9.2)",,"GPL (>= 2)",
"cudia","0.1","2012-08-19 15:55:04","2013-09-03","2015-04-20","R (>= 2.14.1), MCMCpack, mvtnorm",,"GPL-2","MASS"
"cumSeg","1.1","2012-10-29 08:58:30","2013-09-03","2015-04-20","lars",,"GPL",
"cumplyr","0.1-1","2012-05-14 17:58:41","2013-09-03","2015-04-20",,,"MIT",
"curl","0.2","2014-11-20 10:54:23","2014-11-22","2014-12-03",,,"MIT + file LICENSE",
"curl","0.3","2014-12-01 08:27:37","2014-12-04","2015-01-09",,,"MIT + file LICENSE",
"curl","0.4","2015-01-08 17:02:19","2015-01-10","2015-02-02",,,"MIT + file LICENSE",
"curl","0.5","2015-02-01 09:05:02","2015-02-03","2015-04-20",,,"MIT + file LICENSE",
"currentSurvival","1.0","2013-01-19 19:54:24","2013-09-03","2015-04-20","R (>= 2.13.0), survival, cmprsk",,"GPL (>= 2)",
"curvHDR","1.0-3","2011-12-23 06:54:32","2013-09-03","2015-04-20","feature, flowCore, geometry, hdrcde, ks, misc3d, ptinpoly, rgl",,"GPL (>= 2)",
"curvetest","2.2","2012-03-01 19:12:42","2013-09-03","2015-04-20","locfit, R.oo, methods, R.methodsS3",,"GPL-2",
"cusp","2.2","2009-11-06 10:17:58","2013-09-03","2014-09-22",,,"GPL-2","onion"
"cutoffR","1.0","2014-05-13 07:44:42","2014-05-17","2015-04-20","R (>= 3.1.0)","ggplot2, reshape2","GPL-2",
"cuttlefish.model","1.0","2014-04-09 08:01:59","2014-04-12","2015-04-20","R (>= 3.0.0)",,"GPL-3",
"cvAUC","1.0-0","2013-01-15 07:39:21","2013-09-03","2014-11-05","ROCR",,"GPL (>= 2)","MASS, parallel"
"cvAUC","1.0.1","2014-11-04 20:08:43","2014-11-06","2014-11-19","ROCR",,"GPL (>= 2)",
"cvAUC","1.0.2","2014-11-17 09:26:04","2014-11-20","2014-12-10","ROCR",,"Apache License (== 2.0)",
"cvAUC","1.1.0","2014-12-09 07:12:39","2014-12-11","2015-04-20","ROCR, data.table",,"Apache License (== 2.0)",
"cvTools","0.3.2","2012-05-14 17:13:46","2013-09-03","2015-04-20","R (>= 2.11.0), lattice, robustbase","lattice, robustbase, stats","GPL (>= 2)",
"cvplogistic","3.1-0","2013-03-18 10:29:04","2013-09-03","2015-04-20","R (>= 2.9.0)",,"GPL (>= 2)",
"cvq2","1.1.0","2013-03-13 07:44:45","2013-09-03","2013-10-16","stats, methods",,"GPL-3",
"cvq2","1.2.0","2013-10-15 08:42:39","2013-10-17","2015-04-20","methods, stats",,"GPL-3",
"cvxclustr","1.0.0","2013-04-30 08:40:46","2013-09-03","2014-07-28","R (>= 2.15.0)",,"CC BY-NC-SA 3.0","compiler, testthat, roxygen2, ggplot2"
"cvxclustr","1.1.0","2014-07-26 08:27:47","2014-07-29","2014-07-30","R (>= 2.15.2), Matrix, igraph",,"CC BY-NC-SA 3.0","ggplot2"
"cvxclustr","1.1.1","2014-07-28 08:28:27","2014-07-31","2015-04-20","R (>= 2.15.2), Matrix, igraph",,"CC BY-NC-SA 4.0","ggplot2"
"cwhmisc","4.0","2013-01-03 16:14:11","2013-09-03","2014-09-22","R (>= 2.0), lattice, grid",,"GPL (>= 2)",
"cwhmisc","5.0","2014-10-15 23:37:45","2014-11-04","2015-04-20","R (>= 2.0), lattice, grid",,"GPL (>= 2)",
"cwm","0.0.2","2013-03-28 08:47:50","2013-09-03","2014-01-09","matlab, MASS, vegan, cluster",,"GPL (>= 2)",
"cwm","0.0.3","2014-01-09 07:26:21","2014-01-10","2015-04-20","R (>= 2.14), MASS","methods, stats, matlab, permute","GPL (>= 2)",
"cxxfunplus","1.0","2012-08-19 07:26:35","2013-09-03","2015-04-20","inline","methods","GPL-3","Rcpp (>= 0.8.0)"
"cycloids","1.0","2013-11-29 07:31:57","2013-12-03","2015-04-20",,,"GPL-3",
"cyphid","1.1","2013-05-22 07:52:44","2013-09-03","2015-04-20","fda",,"GPL (>= 2)",
"cytoDiv","0.5-3","2012-01-18 07:52:00","2013-09-03","2015-04-20","R (>= 2.13.1), GenKern, plotrix",,"GPL (>= 2)",
"d3Network","0.3.2","2013-08-05 08:26:26","2013-09-03","2013-10-21","R (>= 2.1.5)","plyr, rjson, whisker","GPL (>= 3)","RCurl"
"d3Network","0.4.2","2013-10-21 00:11:54","2013-10-22","2014-05-16","R (>= 3.0.0)","plyr, rjson, whisker","GPL (>= 3)","RCurl"
"d3Network","0.5","2014-05-09 13:35:02","2014-05-17","2014-07-14","R (>= 3.0.0)","plyr, rjson, whisker","GPL (>= 3)","RCurl"
"d3Network","0.5.1","2014-07-13 16:17:50","2014-07-15","2015-02-02","R (>= 3.0.0)","plyr, rjson, whisker","GPL (>= 3)","RCurl"
"d3Network","0.5.2.1","2015-01-31 17:29:43","2015-02-03","2015-04-20","R (>= 3.0.0)","plyr, rjson, whisker","GPL (>= 3)","RCurl"
"dae","2.1-7","2011-07-28 10:25:09","2013-09-03","2014-12-12","R (>= 2.10.0), lattice, methods",,"GPL (>= 2)",
"dae","2.4-0","2014-12-10 17:36:11","2014-12-13","2015-04-20","R (>= 2.10.0), ggplot2, methods",,"GPL (>= 2)",
"daewr","1.0-10","2013-10-03 18:18:35","2013-10-05","2014-12-19","FrF2,BsMD",,"GPL-2",
"daewr","1.0-3","2013-01-31 08:11:52","2013-09-03","2013-10-04","FrF2,BsMD",,"GPL-2",
"daewr","1.1-4","2014-12-17 16:32:36","2014-12-20","2015-04-20",,"lattice, FrF2, BsMD","GPL-2",
"daff","0.1.2","2015-02-24 12:57:57","2015-02-26","2015-04-20",,"V8 (>= 0.5), jsonlite","MIT + file LICENSE","testthat"
"dafs","1.0-37","2012-05-11 07:13:51","2013-09-03","2015-04-20","s20x",,"GPL (>= 2)",
"dagR","1.1.2","2012-11-06 21:21:23","2013-09-03","2014-01-09",,,"GPL-2",
"dagR","1.1.3","2014-01-09 15:20:25","2014-01-10","2015-04-20",,,"GPL-2",
"dagbag","1.1","2014-06-25 23:58:08","2014-06-28","2015-04-20",,,"GPL (>= 2)",
"dams","0.1","2014-05-05 08:29:16","2014-05-08","2015-04-20","R (>= 2.10)","RCurl","GPL (>= 2)","ggplot2, maps, mapproj"
"darch","0.9","2013-08-09 13:39:46","2013-09-03","2013-09-27","methods, log4r, ff",,"file LICENSE",
"darch","0.9.1","2014-03-16 13:34:56","2014-03-18","2015-04-20",,"futile.logger, ff, methods","GPL-2",
"darts","1.0","2011-01-20 16:00:42","2013-09-03","2015-04-20",,,"GPL",
"dashboard","0.1.0","2014-12-07 22:48:34","2014-12-09","2015-04-20","R (>= 2.13.0)","Rook","GPL-2",
"data.table","1.8.10","2013-09-03 06:41:00","2013-09-05","2014-02-28","R (>= 2.12.0)","methods","GPL (>= 2)","chron, ggplot2 (>= 0.9.0), plyr, reshape, testthat (>= 0.4), hexbin, fastmatch, nlme, xts, bit64"
"data.table","1.8.8","2013-03-06 07:31:37","2013-09-03","2013-09-04","R (>= 2.12.0)","methods","GPL (>= 2)","chron, ggplot2 (>= 0.9.0), plyr, reshape, testthat (>= 0.4), hexbin, fastmatch, nlme, xts, bit64"
"data.table","1.9.2","2014-02-27 14:49:03","2014-03-01","2014-10-03","R (>= 2.14.0)","methods, reshape2","GPL (>= 2)","chron, ggplot2 (>= 0.9.0), plyr, reshape, testthat (>= 0.4), hexbin, fastmatch, nlme, xts, bit64"
"data.table","1.9.4","2014-10-02 08:41:02","2014-10-04","2015-04-20","R (>= 2.14.0)","methods, chron, reshape2","GPL (>= 2)","ggplot2 (>= 0.9.0), plyr, reshape, testthat (>= 0.4), hexbin, fastmatch, nlme, xts, bit64"
"data.tree","0.1.6","2015-04-10 15:06:00","2015-04-14","2015-04-20","R (>= 3.0)","R6","GPL (>= 2)","testthat, magrittr, knitr"
"dataQualityR","1.0","2013-09-21 23:03:19","2013-09-24","2015-04-20",,,"MIT | file LICENSE",
"dataRetrieval","1.4.0","2014-10-13 21:59:21","2014-11-04","2014-11-14","R (>= 3.0)","zoo, XML, RCurl, reshape2, lubridate","Unlimited | file LICENSE","xtable, EGRET, knitr, testthat"
"dataRetrieval","2.0.0","2014-11-14 01:10:22","2014-11-15","2014-12-05","R (>= 3.0)","XML, RCurl, reshape2, lubridate, plyr, httr","Unlimited | file LICENSE","xtable, knitr, testthat"
"dataRetrieval","2.0.1","2014-12-03 07:44:52","2014-12-06","2014-12-19","R (>= 3.0)","XML, RCurl, reshape2, lubridate, plyr, httr","CC0","xtable, knitr, testthat"
"dataRetrieval","2.1.0","2014-12-17 23:26:46","2014-12-20","2015-02-02","R (>= 3.0)","XML, RCurl, reshape2, lubridate, plyr","CC0","xtable, knitr, testthat"
"dataRetrieval","2.1.1","2015-01-30 08:36:48","2015-02-03","2015-02-23","R (>= 3.0)","XML, RCurl, reshape2, lubridate, plyr","CC0","xtable, knitr, testthat"
"dataRetrieval","2.1.2","2015-02-21 01:30:21","2015-02-24","2015-04-10","R (>= 3.0)","XML, RCurl, reshape2, lubridate, plyr","CC0","xtable, knitr, testthat"
"dataRetrieval","2.2.0","2015-04-10 01:06:16","2015-04-11","2015-04-20","R (>= 3.0)","XML, RCurl, reshape2, lubridate, plyr","CC0","xtable, knitr, testthat"
"datacheck","0.9.8","2013-04-27 09:18:19","2013-09-03","2013-10-23","R (>= 2.15.1), grDevices, Hmisc, stringr, shiny, testthat, xtable",,"GPL (>= 3)","knitr"
"datacheck","1.0.0","2013-10-21 19:46:46","2013-10-24","2014-09-24","R (>= 2.15.1), grDevices, Hmisc, stringr, shiny, testthat, xtable",,"GPL (>= 3)","knitr"
"datacheck","1.0.4","2014-09-23 18:13:55","2014-09-25","2015-04-20","R (>= 2.15.1), grDevices","Hmisc, shiny, stringr","GPL (>= 3)","knitr, xtable"
"dataframes2xls","0.4.5","2012-12-15 09:08:08","2013-09-03","2014-11-26","R (>= 2.0.0)",,"MIT",
"dataframes2xls","0.4.6","2014-11-25 09:51:16","2014-11-27","2015-04-20","R (>= 2.0.0)",,"BSD_3_clause + file LICENSE",
"datalist","0.2","2014-01-03 21:39:58","2014-01-07","2015-04-20","R (>= 3.0.2)","assertthat","GPL-2","testthat"
"datamap","0.1-1","2009-12-03 18:38:07","2013-09-03","2015-04-20","DBI",,"GPL-2",
"datamart","0.4.2","2013-07-23 02:12:16","2013-09-03","2014-11-03",,"RJSONIO, XML, RCurl, base64, methods, markdown","GPL (>= 3)",
"datamart","0.5.2","2014-10-13 08:05:12","2014-11-04","2015-04-20",,"RJSONIO, XML, RCurl, base64, gsubfn, methods, markdown","GPL (>= 3)",
"datamerge","1.0-1","2012-07-23 09:59:39","2013-09-03","2015-04-20","xtermStyle",,"GPL (>= 2)",
"dataone","1.0.0","2013-02-25 07:44:24","2013-09-03","2014-09-01","R (>= 2.9.2), rJava (>= 0.8-5), XML (>= 3.95-0.1), methods, dataonelibs","rJava, XML","Apache License 2.0",
"dataonelibs","1.0.0","2013-02-25 07:44:26","2013-09-03","2014-09-01","R (>= 2.9.2), rJava (>= 0.8-5)",,"Apache License 2.0",
"datautils","0.1.3","2013-03-11 11:55:33","2013-09-03","2013-10-21","R (>= 2.10.0), gplots, deldir","","LGPL-3",
"datautils","0.1.4","2013-10-18 14:26:43","2013-10-22","2015-04-20","R (>= 2.10.0), deldir, gplots","gtools","LGPL-3",
"dataview","1.4-8","2012-07-19 17:41:08","2013-09-03","2014-04-11","xtermStyle",,"GPL (>= 2)",
"dataview","2.0-9","2014-04-10 15:16:28","2014-04-12","2015-04-20","xtermStyle",,"GPL (>= 2)",
"date","1.2-33","2012-12-22 13:50:25","2013-09-03","2014-03-19",,"graphics","GPL-2",
"date","1.2-34","2014-03-17 12:26:16","2014-03-20","2015-04-20",,"graphics","GPL-2",
"dave","1.4","2013-05-08 09:19:42","2013-09-03","2014-07-23","R (>= 2.10), stats, graphics, labdsv, vegan, cluster, nnet, tree, rpart, MASS",,"LGPL (>= 2.0)",
"dave","1.5","2014-08-05 07:49:55","2014-07-24","2015-04-20","R (>= 2.10), labdsv, vegan",,"LGPL (>= 2.0)",
"dawai","1.0","2014-02-06 01:34:20","2014-02-08","2014-10-03","mvtnorm, ibdreg, boot",,"GPL-2 | GPL-3","survival"
"dawai","1.1","2014-10-03 00:42:36","2014-10-04","2015-04-20","mvtnorm, ibdreg, boot",,"GPL-2 | GPL-3","survival"
"db.r","0.1.0","2014-11-21 01:25:03","2014-11-22","2014-12-05","R (>= 2.12), methods","DBI, rjson (>= 0.2.14), stringr","FreeBSD","testthat (>= 0.2), RPostgreSQL (>= 0.2.14), RMySQL (>= 0.2.14), RSQLite (>= 1.0.0)"
"db.r","0.1.1","2014-12-05 01:39:08","2014-12-06","2014-12-19","R (>= 2.12), methods","DBI, rjson (>= 0.2.14), RSQLite (>= 1.0.0), stringr","FreeBSD","testthat (>= 0.2), RPostgreSQL (>= 0.2.14), RMySQL (>= 0.2.14),"
"db.r","0.1.3","2014-12-17 16:34:03","2014-12-20","2015-04-20","R (>= 2.12), methods","DBI, rjson (>= 0.2.14), RSQLite (>= 1.0.0), stringr","FreeBSD","testthat (>= 0.2), RPostgreSQL (>= 0.2.14), RMySQL (>= 0.2.14),"
"dbConnect","1.0","2012-10-29 08:58:32","2013-09-03","2015-04-20","RMySQL, gWidgets",,"GPL","gWidgetsRGtk2"
"dbEmpLikeGOF","1.2.4","2013-08-26 22:03:53","2013-09-03","2015-04-20","R (>= 2.10)",,"GPL (>= 2)",
"dbEmpLikeNorm","1.0.0","2013-04-25 16:50:25","2013-09-03","2015-04-20","R (>= 2.10), dbEmpLikeGOF",,"GPL (>= 2)",
"dbarts","0.8-2","2014-07-13 08:15:42","2014-07-15","2014-07-16","R (>= 3.0-0)","methods, stats","GPL (>= 2)","testthat"
"dbarts","0.8-3","2014-07-14 10:37:45","2014-07-17","2014-11-12","R (>= 3.0-0)","methods, stats","GPL (>= 2)","testthat"
"dbarts","0.8-4","2014-11-11 10:51:34","2014-11-13","2014-11-14","R (>= 3.1-0)","methods, stats","GPL (>= 2)","testthat (>= 0.9-0)"
"dbarts","0.8-5","2014-11-13 07:57:38","2014-11-15","2015-04-20","R (>= 3.1-0)","methods, stats","GPL (>= 2)","testthat (>= 0.9-0)"
"dblcens","1.1.7","2012-12-17 05:50:06","2013-09-03","2015-04-20","R (>= 2.15.0)",,"GPL (>= 2)",
"dbmss","2.0.3","2013-05-29 07:45:54","2013-09-03","2013-11-20","spatstat, cubature","spatstat, cubature","GNU General Public License",
"dbmss","2.0.5","2013-11-19 13:51:16","2013-11-21","2014-03-21","spatstat, cubature",,"GNU General Public License",
"dbmss","2.1.0","2014-03-19 07:01:06","2014-03-22","2014-05-16","spatstat, Rcpp (>= 0.10.6)","cubature","GNU General Public License","knitr"
"dbmss","2.1.1","2014-05-13 15:51:20","2014-05-17","2014-11-03","spatstat, Rcpp (>= 0.10.6)","cubature","GNU General Public License","knitr"
"dbmss","2.1.2","2014-11-02 00:53:08","2014-11-04","2015-03-13","spatstat, Rcpp (>= 0.10.6)","cubature","GNU General Public License","knitr"
"dbmss","2.2.0","2015-03-11 11:26:08","2015-03-14","2015-04-20","spatstat, Rcpp (>= 0.10.6)","cubature","GNU General Public License",
"dbstats","1.0.2","2012-05-18 11:44:51","2013-09-03","2013-11-22","R (>= 2.10.0),cluster, pls",,"GPL-2","proxy"
"dbstats","1.0.3","2013-11-21 16:01:39","2013-11-23","2014-12-12","R (>= 2.10.0),cluster, pls",,"GPL-2","proxy"
"dbstats","1.0.4","2014-12-10 21:13:57","2014-12-13","2015-04-20","R (>= 2.10.0), cluster, pls",,"GPL-2","proxy"
"dcGOR","1.0.0","2014-07-02 17:08:57","2014-07-05","2014-07-28","R (>= 3.1.0), Matrix, igraph, dnet","methods","GPL-2","foreach, doMC"
"dcGOR","1.0.2","2014-07-25 18:42:31","2014-07-29","2014-09-26","R (>= 3.1.0), Matrix, igraph, dnet","methods","GPL-2","foreach, doMC"
"dcGOR","1.0.3","2014-09-25 13:41:34","2014-09-27","2014-12-05","R (>= 3.1.0), Matrix, igraph, dnet","methods","GPL-2","foreach, doMC"
"dcGOR","1.0.4","2014-12-04 00:23:12","2014-12-06","2015-04-20","R (>= 3.1.0), Matrix, igraph, dnet","methods","GPL-2","foreach, doMC, ape"
"dcemriS4","0.50","2013-06-15 15:37:32","2013-09-03","2014-01-01","R (>= 2.14.0), grDevices, graphics, methods, oro.nifti (>= 0.3.0), parallel, utils",,"BSD","bitops, minpack.lm, splines, XML, oro.dicom"
"dcemriS4","0.51","2013-12-30 09:07:44","2014-01-02","2015-04-20","R (>= 2.14.0), oro.nifti (>= 0.3.9)","grDevices, graphics, methods, parallel, utils","BSD_3_clause + file LICENSE","bitops, minpack.lm, splines, XML, oro.dicom (>= 0.3.7)"
"dclone","1.8-1","2012-09-04 07:48:03","2013-09-03","2013-10-02","R (>= 2.14.0), coda (>= 0.13), R2WinBUGS, parallel","stats","GPL-2","MASS, lattice, rjags (>= 3-5), snow, rlecuyer"
"dclone","2.0-0","2013-09-30 19:34:09","2013-10-03","2015-04-20","R (>= 2.15.1), coda (>= 0.13), parallel","stats","GPL-2","MASS, lattice, rjags (>= 3-5), R2WinBUGS, R2OpenBUGS, BRugs, snow, rlecuyer"
"dcmle","0.2-2","2012-07-07 08:52:16","2013-09-03","2013-10-02","R (>= 2.15.0), methods, stats4, dclone (>= 1.7-2), rjags, coda, R2WinBUGS, parallel, lattice",,"GPL-2","snow"
"dcmle","0.2-4","2013-10-01 23:10:52","2013-10-03","2015-04-20","R (>= 2.15.0), dclone (>= 2.0-0), rjags","methods, stats4, coda, lattice","GPL-2","parallel"
"dcmr","1.0","2014-07-26 08:27:49","2014-07-29","2015-04-20","R (>= 3.0.2)","ggplot2, KFAS, plyr, reshape2, tableplot, methods","GPL (>= 3)","testthat"
"dcv","0.1.1","2010-12-06 08:48:52","2013-09-03","2015-04-20","lmtest",,"GPL-2",
"ddalpha","1.0.4","2013-05-16 13:16:09","2013-09-03","2014-03-17","MASS, class, robustbase",,"GPL-2",
"ddalpha","1.0.5","2014-03-16 06:25:25","2014-03-18","2014-03-31","MASS, class, robustbase",,"GPL-2",
"ddalpha","1.0.6","2014-03-28 07:18:43","2014-04-01","2014-12-22","MASS, class, robustbase",,"GPL-2",
"ddalpha","1.1.0","2014-12-20 10:38:37","2014-12-23","2015-04-20","MASS, class, robustbase","Rcpp (>= 0.11.0)","GPL-2",
"ddepn","2.2","2013-08-13 08:41:05","2013-09-03","2014-12-08","R (>= 2.14), lattice, coda, igraph, graph","genefilter, gam, gplots","GPL (>= 2)","parallel, Rgraphviz, BoolNet"
"ddst","1.03","2012-08-19 17:26:55","2013-09-03","2015-04-20","R (>= 2.7.0), orthopolynom, evd",,"GPL-2",
"deSolve","1.10-7","2013-08-15 18:10:00","2013-09-03","2013-09-18","R (>= 2.6.0)",,"GPL (>= 2)",
"deSolve","1.10-8","2013-09-18 08:38:48","2013-09-19","2014-06-27","R (>= 2.6.0)",,"GPL (>= 2)",
"deSolve","1.10-9","2014-06-25 23:55:47","2014-06-28","2014-11-03","R (>= 3.1.0)",,"GPL (>= 2)","scatterplot3d"
"deSolve","1.11","2014-10-29 07:59:50","2014-11-04","2015-04-20","R (>= 2.15.0)",,"GPL (>= 2)","scatterplot3d"
"deTestSet","1.1.1","2013-07-02 07:06:41","2013-09-03","2014-12-05","R (>= 2.01), ReacTran",,"GPL",
"deTestSet","1.1.2","2014-12-03 09:54:36","2014-12-06","2015-04-20","R (>= 2.01), deSolve",,"GPL",
"deal","1.2-37","2013-01-28 17:47:28","2013-09-03","2015-04-20","R (>= 2.0.0)",,"GPL (>= 2)",
"deamer","1.0","2012-08-05 08:07:57","2013-09-03","2015-04-20",,,"GPL",
"debug","1.3.1","2013-02-07 13:54:36","2013-09-03","2015-04-20","R (>= 2.13), tcltk","mvbutils (>= 2.7)","GPL (>= 2)",
"decctools","0.1.1","2013-06-26 08:03:46","2013-09-03","2013-10-02","stringr, XLConnect, XML, lubridate, reshape2, RCurl, plyr",,"GPL-2",
"decctools","0.1.2","2013-10-01 09:53:50","2013-10-03","2013-11-20","stringr, XLConnect, XML, lubridate, reshape2, RCurl, plyr",,"GPL-2",
"decctools","0.1.3","2013-11-19 00:29:56","2013-11-21","2014-01-08","XLConnect","stringr, XML, reshape2, RCurl, plyr","GPL-2",
"decctools","0.1.4","2014-01-07 11:50:45","2014-01-09","2014-01-24","XLConnect","stringr, XML, reshape2, RCurl, lubridate, plyr","GPL-2",
"decctools","0.1.5","2014-01-23 21:42:38","2014-01-25","2014-05-09","XLConnect","stringr, XML, reshape2, RCurl, lubridate, plyr","GPL-2",
"decctools","0.1.6","2014-05-07 23:51:12","2014-05-10","2014-08-06","XLConnect","stringr, XML, reshape2, RCurl, lubridate, plyr","GPL-2",
"decctools","0.2.0","2014-08-04 16:43:30","2014-08-07","2015-04-20","XLConnect","stringr, XML, reshape2, RCurl, lubridate, plyr","GPL-2",
