,Package,Version,License,Depends,Imports,Suggests,BiocCategory,BiocVersion,BiocDate
9387,mouse4302barcodevecs,1.0.6,GPL (>= 2),R (>= 2.10.0),,,ExperimentData,2.12,2013-04-04
9388,breastCancerTRANSBIG,1.0.5,Artistic-2.0,R (>= 2.5.0),,"survcomp,genefu,Biobase",ExperimentData,2.12,2013-04-04
9389,CLL,1.2.14,LGPL,"R (>= 2.10),affy(>= 1.23.4),Biobase(>= 2.5.5)",,,ExperimentData,2.12,2013-04-04
9390,hapmap500knsp,1.4.2,GPL,,,oligo,ExperimentData,2.12,2013-04-04
9391,tweeDEseqCountData,1.0.9,GPL (>=2),"Biobase, R (>= 2.10)",,,ExperimentData,2.12,2013-04-04
9392,lungExpression,0.0.15,GPL (>= 2),"R (>= 2.4.0),Biobase(>= 2.5.5)",,,ExperimentData,2.12,2013-04-04
9393,MAQCsubsetILM,1.0.10,Artistic-2.0,"R (>= 2.10),Biobase(>= 2.5.5),lumi",,,ExperimentData,2.12,2013-04-04
9394,yeastCC,1.2.18,Artistic-2.0,Biobase(>= 2.5.5),,,ExperimentData,2.12,2013-04-04
9395,serumStimulation,0.99.4,GPL (>= 2),R (>= 2.10),,,ExperimentData,2.12,2013-04-04
9396,RNAinteractMAPK,1.0.11,Artistic-2.0,"R (>= 2.12.0), methods,fields,sparseLDA,RNAinteract","grid,gdata,MASS,genefilter","qvalue,lattice",ExperimentData,2.12,2013-04-04
9397,prebsdata,0.99.4,Artistic-2.0,R (>= 2.14.0),,,ExperimentData,2.12,2013-04-04
9398,pcaGoPromoter.Mm.mm9,0.99.4,GPL (>= 2),,,,ExperimentData,2.12,2013-04-04
9399,parathyroidSE,0.99.5,LGPL,"GenomicRanges, R (>= 2.10)",,"Rsamtools,GEOquery,SRAdb",ExperimentData,2.12,2013-04-04
9400,dyebiasexamples,1.0.10,GPL-3,"R (>= 1.4.1),marray,GEOquery",,"dyebias,convert,Biobase",ExperimentData,2.12,2013-04-04
9401,stemHypoxia,0.99.3,GPL (>=2),R (>= 2.14.1),,,ExperimentData,2.12,2013-04-04
9402,SomatiCAData,1.1.0,Artistic-2.0,R (>= 2.14),,,ExperimentData,2.12,2013-04-04
9403,yeastRNASeq,0.0.8,GPL,R (>= 2.4),,"Biobase,ShortRead,IRanges",ExperimentData,2.12,2013-04-04
9404,ceuhm3,0.0.15,Artistic-2.0,"R (>= 2.12.0),GGBase,Biobase",GGtools,,ExperimentData,2.12,2013-04-04
9405,RforProteomics,1.0.13,Artistic-2.0,,"R.utils,Biobase","mzR,MSnbase,xcms,msdata,isobar,MALDIquant,MALDIquantForeign,readBrukerFlexData,rTANDEM,synapter,synapterdata,IPPD,Rdisop,OrgMassSpecR,BRAIN,rols,hpar,GO.db,org.Hs.eg.db,biomaRt,RColorBrewer,ggplot2,reshape2,knitr,biocViews,xtable",ExperimentData,2.12,2013-04-04
9406,SNAGEEdata,0.99.1,Artistic-2.0,R (>= 2.6.0),,"ALL,hgu95av2.db,SNAGEE",ExperimentData,2.12,2013-04-04
9407,gageData,2.0.2,GPL (>=2.0),R (>= 2.10),,"gage,pathview,genefilter",ExperimentData,2.12,2013-04-04
9408,MAQCsubset,1.0.27,Artistic-2.0,"R (>= 2.10.0),affy(>= 1.23.4),Biobase(>= 2.5.5),lumi, methods",,"genefilter,codelink",ExperimentData,2.12,2013-04-04
9409,EatonEtAlChIPseq,0.0.9,Artistic 2.0,"GenomicRanges(>= 1.5.42),ShortRead,rtracklayer",,,ExperimentData,2.12,2013-04-04
9410,hapmapsnp5,1.4.2,GPL,,,oligo,ExperimentData,2.12,2013-04-04
9411,NCIgraphData,0.99.6,GPL-3,R (>= 2.10.0),,Rgraphviz,ExperimentData,2.12,2013-04-04
9412,MEEBOdata,1.0.5,LGPL,,,,ExperimentData,2.12,2013-04-04
9413,bronchialIL13,1.0.11,GPL-2,"R(>= 2.10.0),affy(>= 1.23.4)",,,ExperimentData,2.12,2013-04-04
9414,hapmapsnp6,1.4.2,GPL,R (>= 2.15),,"oligo,oligoClasses",ExperimentData,2.12,2013-04-04
9415,pasilla,0.2.16,LGPL,"DEXSeq,DESeq",,"locfit,edgeR,xtable",ExperimentData,2.12,2013-04-04
9416,cheung2010,0.0.27,Artistic 2.0,"R (>= 2.13.0),Biobase,GGtools,GenomicRanges,hgfocus.db",AnnotationDbi,"SNPlocs.Hsapiens.dbSNP.20100427,SNPlocs.Hsapiens.dbSNP.20101109",ExperimentData,2.12,2013-04-04
9417,LungCancerLines,0.0.8,Artistic-2.0,,Rsamtools,,ExperimentData,2.12,2013-04-04
9418,XhybCasneuf,1.0.11,Artistic-2.0,"R (>= 2.4.0),affy,ath1121501cdf,tinesath1cdf,RColorBrewer, methods, grid",,,ExperimentData,2.12,2013-04-04
9419,TargetSearchData,1.0.9,GPL (>= 2),TargetSearch,,,ExperimentData,2.12,2013-04-04
9420,RNAseqData.HeLa.bam.chr14,0.1.4,LGPL,RNAseqData.HNRNPC.bam.chr14,RNAseqData.HNRNPC.bam.chr14,,ExperimentData,2.12,2013-04-04
9421,ProData,1.0.8,GPL,"R (>= 2.4.0),Biobase(>= 2.5.5)",,,ExperimentData,2.12,2013-04-04
9422,davidTiling,1.2.17,LGPL,"R (>= 2.10),Biobase(>= 2.5.5),tilingArray,GO.db",,,ExperimentData,2.12,2013-04-04
9423,GGdata,1.0.21,LGPL,"R (>= 2.12.0), methods,Biobase(>= 2.5.5),GGBase,snpStats,illuminaHumanv1.db,AnnotationDbi",,,ExperimentData,2.12,2013-04-04
9424,breastCancerUPP,1.0.5,Artistic-2.0,R (>= 2.5.0),,"survcomp,genefu,Biobase",ExperimentData,2.12,2013-04-04
9425,HD2013SGI,1.00.1,Artistic-2.0,"RColorBrewer,gplots,geneplotter,splots,limma,vcd,LSD,EBImage",,,ExperimentData,2.12,2013-04-04
9426,ind1KG,0.1.15,Artistic-2.0,"R (>= 2.10.1),chopsticks",,"Rsamtools,rtracklayer,GenomicFeatures,org.Hs.eg.db,SNPlocs.Hsapiens.dbSNP.20090506,TxDb.Hsapiens.UCSC.hg18.knownGene,lumiHumanIDMapping,GGBase,GGtools,hmyriB36",ExperimentData,2.12,2013-04-04
9427,synapterdata,1.0.0,GPL-2,"R (>= 2.10),synapter(>= 0.99.6)",,,ExperimentData,2.12,2013-04-04
9428,simpIntLists,0.99.4,GPL (>= 2),,,,ExperimentData,2.12,2013-04-04
9429,frmaExampleData,0.99.5,GPL (>= 2),R (>= 2.10.0),,,ExperimentData,2.12,2013-04-04
9430,ConnectivityMap,0.99.10,GPL-3,R (>= 2.15.1),,"RUnit,BiocGenerics",ExperimentData,2.12,2013-04-04
9431,hapmap500ksty,1.4.2,GPL,,,oligo,ExperimentData,2.12,2013-04-04
9432,DLBCL,1.3.6,GPL (>=2),"R(>= 2.11.0),Biobase",,,ExperimentData,2.12,2013-04-04
9433,ALLMLL,1.2.14,GPL-2,"R (>= 2.10),affy(>= 1.23.4)",,,ExperimentData,2.12,2013-04-04
9434,pd.atdschip.tiling,0.0.5,Artistic-2.0,"R (>= 2.14.0), methods,RSQLite(>= 0.10.0),oligoClasses(>= 1.15.58),oligo(>= 1.17.3),DBI","Biostrings(>= 2.21.11),IRanges(>= 1.11.31)",,ExperimentData,2.12,2013-04-04
9435,fabiaData,1.0.2,LGPL (>= 2.1),"R (>= 2.10.0),Biobase",utils,fabia,ExperimentData,2.12,2013-04-04
9436,HIVcDNAvantWout03,1.2.8,GPL (>= 2),,,,ExperimentData,2.12,2013-04-04
9437,gatingMLData,1.0.7,GPL,R (>= 1.9.0),,flowUtils,ExperimentData,2.12,2013-04-04
9438,geneLenDataBase,0.99.11,LGPL (>= 2),R (>= 2.11.0),"utils,rtracklayer,GenomicFeatures(>= 1.3.15)",,ExperimentData,2.12,2013-04-04
9439,charmData,0.99.8,LGPL (>= 2),"R(>= 2.11.0),charm,pd.charm.hg18.example",,,ExperimentData,2.12,2013-04-04
9440,iontreeData,0.99.8,GPL-2,,,,ExperimentData,2.12,2013-04-04
9441,kidpack,1.5.12,GPL-2,"R (>= 2.6.0),Biobase(>= 2.5.5)",,,ExperimentData,2.12,2013-04-04
9442,flowWorkspaceData,1.99.9,GPL-2,,,,ExperimentData,2.12,2013-04-04
9443,hapmap100khind,1.4.2,GPL,,,oligo,ExperimentData,2.12,2013-04-04
9444,TBX20BamSubset,0.99.2,LGPL,Rsamtools(>= 1.9.8),xtable,,ExperimentData,2.12,2013-04-04
9445,hgu133plus2barcodevecs,1.0.6,GPL (>= 2),R (>= 2.10.0),,,ExperimentData,2.12,2013-04-04
9446,leukemiasEset,0.99.3,GPL (>= 2),"R (>= 2.10.1),Biobase(>= 2.5.5)",,,ExperimentData,2.12,2013-04-04
9447,BeadArrayUseCases,1.0.10,GPL-2,,"beadarray(>= 2.3.18),limma,GEOquery","Biostrings,GenomicRanges,illuminaHumanv1.db,illuminaHumanv2.db,illuminaHumanv3.db",ExperimentData,2.12,2013-04-04
9448,golubEsets,1.4.13,LGPL,"R (>= 2.14.0),Biobase(>= 2.5.5)",,,ExperimentData,2.12,2013-04-04
9449,TCGAMethylation450k,0.99.4,GPL-2,,,,ExperimentData,2.12,2013-04-04
9450,RNAseqData.HNRNPC.bam.chr14,0.1.3,LGPL,,,"Rsamtools,BiocInstaller",ExperimentData,2.12,2013-04-04
9451,pcaGoPromoter.Hs.hg19,0.99.4,GPL (>= 2),,,,ExperimentData,2.12,2013-04-04
9452,Neve2006,0.1.16,Artistic-2.0,"R (>= 2.14.0), tools, methods, utils,Biobase(>= 1.14.0),hgu133a.db,annotate",,,ExperimentData,2.12,2013-04-04
9453,facsDorit,1.4.7,GPL-2,"R (>= 1.9.1),prada(>= 1.0.5)",,,ExperimentData,2.12,2013-04-04
9454,LiebermanAidenHiC2009,0.1.14,LGPL,"KernSmooth,IRanges",,,ExperimentData,2.12,2013-04-04
9455,leeBamViews,0.99.22,Artistic 2.0,"R (>= 2.15.0),Biobase,Rsamtools(>= 0.1.50),BSgenome","GenomicRanges, methods","GenomeGraphs,biomaRt,org.Sc.sgd.db,edgeR",ExperimentData,2.12,2013-04-04
9456,cMap2data,0.99.2,GPL-3,R (>= 2.10),,,ExperimentData,2.12,2013-04-04
9457,yeastGSData,0.1.10,Artistic-2.0,,,,ExperimentData,2.12,2013-04-04
9458,tinesath1cdf,1.0.9,Artistic-2.0,,,,ExperimentData,2.12,2013-04-04
9459,hgu2beta7,1.2.8,Artistic-2.0,R (>= 2.0.0),,,ExperimentData,2.12,2013-04-04
9460,FunciSNP.data,0.99.2,GPL-3,R (>= 2.14.0),rtracklayer,,ExperimentData,2.12,2013-04-04
9461,beadarrayExampleData,1.0.6,GPL-2,"R (>= 2.13.0),Biobase(>= 2.5.5), methods,beadarray(>= 2.0.0)",,,ExperimentData,2.12,2013-04-04
9462,hapmap100kxba,1.4.2,GPL,,,oligo,ExperimentData,2.12,2013-04-04
9463,estrogen,1.8.10,LGPL,"R (>= 1.9.0),affy(>= 1.4)",,"Biobase(>= 1.13.16),affy,vsn,hgu95av2.db,genefilter",ExperimentData,2.12,2013-04-04
9464,FANTOM3and4CAGE,0.99.1,GPL-3,R (>= 2.15.0),,,ExperimentData,2.12,2013-04-04
9465,bsseqData,0.1.3,Artistic-2.0,"R (>= 2.15),bsseq",,,ExperimentData,2.12,2013-04-04
9466,RIPSeekerData,0.99.1,GPL-2,RIPSeeker,,,ExperimentData,2.12,2013-04-04
9467,ceu1kg,0.0.32,Artistic-2.0,"R (>= 2.12.0),GGBase(>= 3.9.0),GGtools,Biobase",,SNPlocs.Hsapiens.dbSNP.20101109,ExperimentData,2.12,2013-04-04
9468,CCl4,1.0.14,Artistic-2.0,"R (>= 2.6.0),Biobase(>= 2.5.5),limma",,,ExperimentData,2.12,2013-04-04
9469,hgu133abarcodevecs,1.0.6,GPL (>= 2),R (>= 2.10.0),,,ExperimentData,2.12,2013-04-04
9470,SNAData,1.8.6,LGPL,"R (>= 2.4.0),graph",,Rgraphviz,ExperimentData,2.12,2013-04-04
9471,Mulder2012,0.2.3,Artistic-2.0,"R (>= 2.14),org.Hs.eg.db,KEGG.db","igraph,HTSanalyzeR,PANR,RedeR,pvclust,MASS",snow,ExperimentData,2.12,2013-04-04
9472,DREAM4,0.99.17,GPL,"R (>= 2.15.1),GenomicRanges",BiocGenerics,"RUnit,networkBMA",ExperimentData,2.12,2013-04-04
9473,breastCancerNKI,1.0.5,Artistic-2.0,R (>= 2.5.0),,"survcomp,genefu,Biobase",ExperimentData,2.12,2013-04-04
9474,gaschYHS,1.0.11,Artistic-2.0,"R (>= 2.14.0),Biobase(>= 2.5.5)",,,ExperimentData,2.12,2013-04-04
9475,msdata,0.1.13,GPL (>= 2),,,xcms,ExperimentData,2.12,2013-04-04
9476,PWMEnrich.Dmelanogaster.background,2.1.0,GPL-3,"methods,PWMEnrich",,,ExperimentData,2.12,2013-04-04
9477,fibroEset,1.4.9,LGPL,Biobase(>= 2.5.5),,,ExperimentData,2.12,2013-04-04
9478,MMDiffBamSubset,0.99.3,LGPL,,,MMDiff,ExperimentData,2.12,2013-04-04
9479,PathNetData,0.99.2,GPL-3,R (>= 1.14.0),,,ExperimentData,2.12,2013-04-04
9480,yeastExpData,0.9.22,GPL,"R (>= 2.4),graph(>= 1.9.26)",,"Biobase,GO.db,RBGL,org.Sc.sgd.db",ExperimentData,2.12,2013-04-04
9481,pumadata,1.99.5,LGPL,"R (>= 2.10.0),affy(>= 1.23.4),Biobase(>= 2.5.5),puma",,,ExperimentData,2.12,2013-04-04
9482,pcaGoPromoter.Rn.rn4,0.99.4,GPL (>= 2),,,,ExperimentData,2.12,2013-04-04
9483,humanStemCell,0.2.8,Artistic-2.0,"Biobase(>= 2.5.5),hgu133plus2.db",,,ExperimentData,2.12,2013-04-04
9484,maqcExpression4plex,1.6.2,GPL,,,"oligo,pdInfoBuilder",ExperimentData,2.12,2013-04-04
9485,tinesath1probe,1.0.9,LGPL,"R (>= 1.6),AnnotationDbi(>= 1.11.9)",,,ExperimentData,2.12,2013-04-04
9486,HEEBOdata,1.0.5,LGPL,,,,ExperimentData,2.12,2013-04-04
9487,ITALICSData,2.0.7,GPL,R (>= 2.0.0),,,ExperimentData,2.12,2013-04-04
9488,ggtut,0.0.44,Artistic-2.0,"R (>= 2.14.0),GGtools(>= 3.11.32),ff,GenomicRanges,snpStats,GGdata,GenomicFeatures,ChIPpeakAnno, Rsamtools(>= 1.5.35),cheung2010,SNPlocs.Hsapiens.dbSNP.20120608,hmyriB36",,"rtracklayer,GenomicFeatures,ChIPpeakAnno,TxDb.Hsapiens.UCSC.hg18.knownGene",ExperimentData,2.12,2013-04-04
9489,DrugVsDiseasedata,0.99.4,GPL-3,R (>= 2.10),,,ExperimentData,2.12,2013-04-04
9490,lumiBarnes,1.3.10,LGPL,"R (>= 2.0),Biobase(>= 2.5.5),lumi(>= 1.1.0)",,,ExperimentData,2.12,2013-04-04
9491,cancerdata,1.1.2,GPL (>= 2),"R (>= 2.10.1),Biobase",,,ExperimentData,2.12,2013-04-04
9492,ChIPXpressData,1.0.0,GPL (>=2),bigmemory,,,ExperimentData,2.12,2013-04-04
9493,RnaSeqTutorial,0.0.12,Artistic-2.0,"R (>= 2.15.0), methods,easyRNASeq",,"Rsamtools,ShortRead,BSgenome.Dmelanogaster.UCSC.dm3,GenomicRanges,biomaRt,genomeIntervals",ExperimentData,2.12,2013-04-04
9494,breastCancerUNT,1.0.5,Artistic-2.0,R (>= 2.5.0),,"survcomp,genefu,Biobase",ExperimentData,2.12,2013-04-04
9495,bladderbatch,1.0.5,Artistic-2.0,Biobase,,,ExperimentData,2.12,2013-04-04
9496,ffpeExampleData,1.0.3,GPL (>2),"R (>= 2.10.0),lumi",,"genefilter,affy",ExperimentData,2.12,2013-04-04
9497,cgdv17,0.0.20,Artistic 2.0,"R (>= 2.15),VariantAnnotation,org.Hs.eg.db, methods,GGtools,TxDb.Hsapiens.UCSC.hg19.knownGene, parallel","Biobase,IRanges",,ExperimentData,2.12,2013-04-04
9498,cnvGSAdata,0.99.4,LGPL,"R (>= 2.10),cnvGSA",,,ExperimentData,2.12,2013-04-04
9499,hmyriB36,0.99.17,Artistic-2.0,"R (>= 2.13.0), methods,Biobase(>= 2.5.5),GGBase",,"GGtools,illuminaHumanv1.db",ExperimentData,2.12,2013-04-04
9500,yeastNagalakshmi,0.99.6,Artistic-2.0,,,,ExperimentData,2.12,2013-04-04
9501,Iyer517,1.4.12,Artistic-2.0,Biobase(>= 2.5.5),,,ExperimentData,2.12,2013-04-04
9502,KEGGdzPathwaysGEO,1.1.2,GPL-2,R (>= 2.13.0),"Biobase,BiocGenerics",,ExperimentData,2.12,2013-04-04
9503,mvoutData,0.99.10,Artistic-2.0,"R (>= 2.10.0), methods,Biobase(>= 2.5.5),affy(>= 1.23.4),lumi",,,ExperimentData,2.12,2013-04-04
9504,breastCancerMAINZ,1.0.5,Artistic-2.0,R (>= 2.5.0),,"survcomp,genefu,Biobase",ExperimentData,2.12,2013-04-04
9505,faahKO,1.2.15,LGPL,xcms,,,ExperimentData,2.12,2013-04-04
9506,affycompData,1.1.5,GPL (>= 2),"R (>= 2.13.0), methods,Biobase(>= 2.3.3),affycomp",,,ExperimentData,2.12,2013-04-04
9507,SpikeIn,1.4.10,Artistic-2.0,"R (>= 1.6),affy(>= 1.23.4)",,,ExperimentData,2.12,2013-04-04
9508,RNASeqDataSubset,0.99.1,LGPL,Rsamtools(>= 1.9.8),xtable,,ExperimentData,2.12,2013-04-04
9509,beta7,1.0.5,LGPL,"R (>= 2.4.0),marray",,,ExperimentData,2.12,2013-04-04
9510,harbChIP,1.0.10,Artistic-2.0,"R (>= 2.10.0), tools, utils,IRanges,Biobase(>= 2.5.5),Biostrings","methods, stats",,ExperimentData,2.12,2013-04-04
9511,ccTutorial,1.0.23,Artistic-2.0,"R (>= 2.10), Ringo(>= 1.9.8), affy(>= 1.23.4), topGO(>= 1.13.1)",Biobase,"biomaRt, Biobase(>= 2.5.5),xtable",ExperimentData,2.12,2013-04-04
9512,stjudem,1.2.9,LGPL (>= 2),"R (>= 2.10), utils",,,ExperimentData,2.12,2013-04-04
9513,GSVAdata,0.99.10,GPL (>= 2),"R (>= 2.10),Biobase,GSEABase,hgu95a.db",,,ExperimentData,2.12,2013-04-04
9514,minfiData,0.3.4,Artistic-2.0,"R (>= 2.13.0),minfi,IlluminaHumanMethylation450kmanifest,IlluminaHumanMethylation450kannotation.ilmn.v1.2",,,ExperimentData,2.12,2013-04-04
9515,ARRmData,0.99.2,Artistic-2.0,R (>= 3.0.0),,,ExperimentData,2.12,2013-04-04
9516,AmpAffyExample,1.2.12,LGPL (>= 2),"R (>= 2.4.0),affy(>= 1.23.4)",,hgu133acdf,ExperimentData,2.12,2013-04-04
9517,curatedOvarianData,1.0.3,Artistic-2.0,"R (>= 2.10.0),affy",BiocGenerics,"survival,RUnit,metafor,genefilter,futile.logger,sva,xtable",ExperimentData,2.12,2013-04-04
9518,affydata,1.11.18,GPL (>= 2),"R (>= 2.4.0),affy(>= 1.23.4)",methods,"hgu95av2cdf,hgu133acdf",ExperimentData,2.12,2013-04-04
9519,waveTilingData,0.99.2,GPL (>= 2),R (>= 2.14.0),,,ExperimentData,2.12,2013-04-04
9520,AffymetrixDataTestFiles,0.1.6,LGPL-2.1,R (>= 2.5.0),,,ExperimentData,2.12,2013-04-04
9521,gcspikelite,1.0.9,LGPL,R (>= 2.5.0),,,ExperimentData,2.12,2013-04-04
9522,breastCancerVDX,1.0.5,Artistic-2.0,R (>= 2.5.0),,"survcomp,genefu,Biobase",ExperimentData,2.12,2013-04-04
9523,GWASdata,1.0.9,Artistic-2.0,GWASTools,,,ExperimentData,2.12,2013-04-04
9524,colonCA,1.4.11,LGPL,Biobase(>= 2.5.5),,,ExperimentData,2.12,2013-04-04
9525,pRolocdata,1.0.2,GPL-2,"R (>= 2.15),MSnbase",,pRoloc,ExperimentData,2.12,2013-04-04
9526,DvDdata,0.99.1,GPL-3,R (>= 2.10),,,ExperimentData,2.12,2013-04-04
9527,antiProfilesData,0.99.1,Artistic-2.0,Biobase,,"frma,GEOquery,GEOmetadb",ExperimentData,2.12,2013-04-04
9528,RMassBankData,0.99.2,Artistic-2.0,,,RMassBank,ExperimentData,2.12,2013-04-04
9529,PREDAsampledata,0.2.7,Artistic-2.0,"R (>= 2.9.0), methods,PREDA,Biobase,affy,annotate,gahgu133plus2.db,gahgu133plus2cdf",,"hgu133plus2.db,hgu133plus2cdf",ExperimentData,2.12,2013-04-04
9530,ppiData,0.1.22,Artistic-2.0,graph,AnnotationDbi,"org.Sc.sgd.db,ppiStats",ExperimentData,2.12,2013-04-04
9531,miRNATarget,0.99.3,GPL,"R (>= 2.10),Biobase",,,ExperimentData,2.12,2013-04-04
9532,dsQTL,0.0.23,Artistic-2.0,"R (>= 2.15.0), utils,GenomicRanges,Biobase,GGBase",,,ExperimentData,2.12,2013-04-04
9533,mosaicsExample,0.99.8,GPL (>= 2),R (>= 2.11.1),,,ExperimentData,2.12,2013-04-04
9534,MAQCsubsetAFX,1.0.11,Artistic-2.0,"R (>= 2.10),affy(>= 1.23.4),Biobase(>= 2.5.5)",,,ExperimentData,2.12,2013-04-04
9535,ALL,1.4.14,Artistic-2.0,"R (>= 2.10),Biobase(>= 2.5.5)",,rpart,ExperimentData,2.12,2013-04-04
9536,MEDIPSData,0.99.4,GPL (>= 2),R (>= 2.15.0),,,ExperimentData,2.12,2013-04-04
9537,rheumaticConditionWOLLBOLD,1.0.3,Artistic-2.0,R (>= 2.10.0),,"genefilter,Biobase,hgu133plus2.db",ExperimentData,2.12,2013-04-04
9538,dressCheck,0.1.7,Artistic-2.0,"R (>= 2.10.1), methods,Biobase(>= 2.5.5)",,"survival,chron",ExperimentData,2.12,2013-04-04
9539,pasillaBamSubset,0.0.7,LGPL,,,pasilla,ExperimentData,2.12,2013-04-04
9540,parathyroid,0.99.6,LGPL,"DEXSeq,DESeq, R (>= 2.10)",,"GEOquery,SRAdb",ExperimentData,2.12,2013-04-04
9541,a4,1.10.0,GPL-3,"a4Base,a4Preproc,a4Classif,a4Core,a4Reporting",,"MLP, nlcv,ALL,Cairo",Software,2.13,2013-10-15
9542,a4Base,1.10.0,GPL-3,"methods, graphics, grid,Biobase,AnnotationDbi,annaffy,mpm,genefilter,limma,multtest,glmnet,a4Preproc,a4Core,gplots",,"Cairo,ALL",Software,2.13,2013-10-15
9543,a4Classif,1.10.0,GPL-3,"methods,a4Core,a4Preproc,MLInterfaces,ROCR,pamr,glmnet,varSelRF",a4Core,ALL,Software,2.13,2013-10-15
9544,a4Core,1.10.0,GPL-3,"methods,Biobase,glmnet",,,Software,2.13,2013-10-15
9545,a4Preproc,1.10.0,GPL-3,"methods,AnnotationDbi",,"ALL,hgu95av2.db",Software,2.13,2013-10-15
9546,a4Reporting,1.10.0,GPL-3,"methods,annaffy","xtable, utils",,Software,2.13,2013-10-15
9547,ABarray,1.30.0,GPL,,"Biobase, graphics, grDevices, methods,multtest, stats, tcltk, utils","limma,LPE",Software,2.13,2013-10-15
9548,aCGH,1.40.0,GPL-2,"R (>= 2.10),cluster,survival,multtest","Biobase,cluster, grDevices, graphics, methods,multtest, stats,survival, splines, utils",,Software,2.13,2013-10-15
9549,ACME,2.18.0,GPL (>= 2),"R (>= 2.10),Biobase(>= 2.5.5), methods","graphics, stats",,Software,2.13,2013-10-15
9550,ADaCGH2,2.2.0,GPL (>= 3),"R (>= 2.15.0), parallel,ff","bit,ffbase,DNAcopy,snapCGH,tilingArray,aCGH,GLAD,waveslim,cluster","CGHregions,Cairo,limma",Software,2.13,2013-10-15
9551,adSplit,1.32.0,GPL (>= 2),"R (>= 2.1.0), methods (>= 2.1.0)","AnnotationDbi,Biobase(>= 1.5.12),cluster(>= 1.9.1),GO.db(>= 1.8.1), graphics, grDevices,KEGG.db(>= 1.8.1), methods,multtest(>= 1.6.0), stats (>= 2.1.0)","golubEsets(>= 1.0),vsn(>= 1.5.0),hu6800.db(>= 1.8.1)",Software,2.13,2013-10-15
9552,affxparser,1.34.2,LGPL (>= 2),R (>= 2.6.0),,"R.utils(>= 1.29.8),AffymetrixDataTestFiles",Software,2.13,2013-10-15
9553,affy,1.40.0,LGPL (>= 2.0),"R (>= 2.8.0),BiocGenerics(>= 0.1.12),Biobase(>= 2.5.5)","affyio(>= 1.13.3),BiocInstaller, graphics, grDevices, methods,preprocessCore, stats, utils,zlibbioc","tkWidgets(>= 1.19.0),affydata,widgetTools",Software,2.13,2013-10-15
9554,affycomp,1.38.0,GPL (>= 2),"R (>= 2.13.0), methods,Biobase(>= 2.3.3)",,"splines,affycompData",Software,2.13,2013-10-15
9555,AffyCompatible,1.22.0,Artistic-2.0,"R (>= 2.7.0),XML(>= 2.8-1),RCurl(>= 0.8-1), methods",Biostrings,,Software,2.13,2013-10-15
9556,affyContam,1.20.0,Artistic-2.0,"R (>= 2.7.0), tools, methods, utils,Biobase,affy,affydata",,,Software,2.13,2013-10-15
9557,affycoretools,1.34.0,Artistic-2.0,"affy,Biobase,GO.db,KEGG.db","biomaRt,limma,GOstats,annotate,annaffy,genefilter,gcrma, splines,xtable,AnnotationDbi,lattice,gplots,R2HTML,oligoClasses,ReportingTools,hwriter","affydata,hgfocuscdf,rgl",Software,2.13,2013-10-15
9558,AffyExpress,1.28.0,LGPL,"R (>= 2.10),affy(>= 1.23.4),limma",,"simpleaffy,R2HTML,affyPLM,hgu95av2cdf,hgu95av2,test3cdf,genefilter,estrogen,annaffy,gcrma",Software,2.13,2013-10-15
9559,affyILM,1.14.0,GPL version 3,"R (>= 2.10.0), methods,gcrma","affxparser(>= 1.16.0),affy, graphics, methods,Biobase",AffymetrixDataTestFiles,Software,2.13,2013-10-15
9560,affyio,1.30.0,LGPL (>= 2),R (>= 2.6.0),zlibbioc,,Software,2.13,2013-10-15
9561,affylmGUI,1.36.0,LGPL,"limma, tcltk,affy,BiocInstaller,affyio,affy,tkrplot,affyPLM,R2HTML,xtable,gcrma,affyPLM,AnnotationDbi",,,Software,2.13,2013-10-15
9562,affyPara,1.22.0,GPL-3,"R (>= 2.5.0), methods,affy(>= 1.20.0),snow(>= 0.2-3),vsn(>= 3.6.0),aplpack(>= 1.1.1),affyio",,affydata,Software,2.13,2013-10-15
9563,affypdnn,1.36.0,LGPL,"R (>= 2.13.0),affy(>= 1.5)",,"affydata,hgu95av2probe",Software,2.13,2013-10-15
9564,affyPLM,1.38.0,GPL (>= 2),"R (>= 2.6.0),BiocGenerics(>= 0.3.2),affy(>= 1.11.0),Biobase(>= 2.17.8),gcrma, stats,preprocessCore(>= 1.5.1)","BiocGenerics,zlibbioc, graphics, grDevices, methods","affydata,MASS",Software,2.13,2013-10-15
9565,affyQCReport,1.40.0,LGPL (>= 2),"Biobase(>= 1.13.16),affy,lattice","affy,affyPLM,Biobase,genefilter, graphics, grDevices,lattice,RColorBrewer,simpleaffy, stats, utils,xtable","tkWidgets(>= 1.5.23),affydata(>= 1.4.1)",Software,2.13,2013-10-15
9566,AffyRNADegradation,1.8.0,GPL-2,"R (>= 2.9.0), methods,affy",,AmpAffyExample,Software,2.13,2013-10-15
9567,AffyTiling,1.20.0,GPL (>= 2),R (>= 2.6),"affxparser,affy(>= 1.16), stats, utils,preprocessCore",,Software,2.13,2013-10-15
9568,AGDEX,1.10.0,GPL Version 2 or later,"R (>= 2.10),Biobase,GSEABase",stats,,Software,2.13,2013-10-15
9569,Agi4x44PreProcess,1.22.0,GPL-3,"R (>= 2.10),Biobase,limma,annotate,genefilter",,"vsn,affycoretools,hgug4112a.db,GO.db,marray,gplots,gtools,gdata",Software,2.13,2013-10-15
