,biocViews,Enhances,LinkingTo,License,URL,Imports,Suggests Me,Build Report,Suggests,Depends,Version,In Bioconductor since,Imports Me,Depends On Me,SystemRequirements
VegaMC,"CopyNumberVariation,Software,aCGH",,,GPL-2,,methods,,&nbsp;,,"R (>= 2.10.0),biomaRt,Biobase,genoset",3.4.0,BioC 2.10 (R-2.15),,,
XDE,"DifferentialExpression,Microarray,Software",coda,,LGPL-2,,"Biobase,BiocGenerics,genefilter, graphics, grDevices,gtools,MergeMaid, methods, stats, utils,mvtnorm",,&nbsp;,"siggenes,genefilter,MASS,RColorBrewer,GeneMeta,RUnit","R (>= 2.10.0),Biobase(>= 2.5.5), methods, graphics",2.12.0,BioC 2.2 (R-2.7),,,
XVector,"DataRepresentation,Infrastructure,Software",,"S4Vectors,IRanges",Artistic-2.0,,"methods,BiocGenerics,S4Vectors,IRanges",IRanges,&nbsp;,"Biostrings,drosophila2probe,RUnit","R (>= 2.8.0), methods,BiocGenerics(>= 0.11.3),S4Vectors(>= 0.2.0),IRanges(>= 1.99.26)",0.6.0,BioC 2.13 (R-3.0),"Biostrings,BSgenome,ChIPsim,CNEr,compEpiTools,DECIPHER,gcrma,GenomicRanges,Gviz,kebabs,motifRG,R453Plus1Toolbox,rtracklayer,TFBSTools,tracktables,VariantAnnotation","Biostrings,motifRG,Rsamtools,triplex",
a4,"Microarray,Software",,,GPL-3,,,,&nbsp;,"MLP, nlcv,ALL,Cairo","a4Base,a4Preproc,a4Classif,a4Core,a4Reporting",1.14.0,BioC 2.8 (R-2.13),,,
a4Base,"Microarray,Software","gridSVG,JavaGD",,GPL-3,,,,&nbsp;,"Cairo,ALL","methods, graphics, grid,Biobase,AnnotationDbi,annaffy,mpm,genefilter,limma,multtest,glmnet,a4Preproc,a4Core,gplots",1.14.0,BioC 2.8 (R-2.13),,a4,
a4Classif,"Microarray,Software",,,GPL-3,,a4Core,,&nbsp;,ALL,"methods,a4Core,a4Preproc,MLInterfaces,ROCR,pamr,glmnet,varSelRF",1.14.0,BioC 2.8 (R-2.13),,a4,
a4Core,"Microarray,Software",,,GPL-3,,,,&nbsp;,,"methods,Biobase,glmnet",1.14.0,BioC 2.8 (R-2.13),a4Classif,"a4,a4Base,a4Classif",
a4Preproc,"Microarray,Software",,,GPL-3,,,,&nbsp;,"ALL,hgu95av2.db","methods,AnnotationDbi",1.14.0,BioC 2.8 (R-2.13),,"a4,a4Base,a4Classif",
a4Reporting,"Microarray,Software",,,GPL-3,,"xtable, utils",,&nbsp;,,"methods,annaffy",1.14.0,BioC 2.8 (R-2.13),,a4,
aCGH,"CopyNumberVariation,DataImport,Genetics,Software",,,GPL-2,,"Biobase,cluster, grDevices, graphics, methods,multtest, stats,survival, splines, utils",beadarraySNP,&nbsp;,,"R (>= 2.10),cluster,survival,multtest",1.44.0,BioC 1.6 (R-2.1) or earlier,"ADaCGH2,snapCGH",CRImage,
adSplit,"Clustering,Microarray,Software",,,GPL (>= 2),http://compdiag.molgen.mpg.de/software/index.shtml,"AnnotationDbi,Biobase(>= 1.5.12),cluster(>= 1.9.1),GO.db(>= 1.8.1), graphics, grDevices,KEGG.db(>= 1.8.1), methods,multtest(>= 1.6.0), stats (>= 2.1.0)",,&nbsp;,"golubEsets(>= 1.0),vsn(>= 1.5.0),hu6800.db(>= 1.8.1)","R (>= 2.1.0), methods (>= 2.1.0)",1.36.0,BioC 1.8 (R-2.3),,,
affxparser,"DataImport,Infrastructure,Software",,,LGPL (>= 2),https://github.com/HenrikBengtsson/affxparser/,,,&nbsp;,"R.oo(>= 1.18.0),R.utils(>= 1.32.4),AffymetrixDataTestFiles",R (>= 2.6.0),1.38.0,BioC 1.7 (R-2.2),"affyILM,AffyTiling,cn.farms,GeneRegionScan,ITALICS,oligo,rMAT","ITALICS,pdInfoBuilder,rMAT,Starr",
affy,"Microarray,OneChannel,Preprocessing,Software",,preprocessCore,LGPL (>= 2.0),,"affyio(>= 1.13.3),BiocInstaller, graphics, grDevices, methods,preprocessCore, stats, utils,zlibbioc","AnnotationForge,beadarray,beadarraySNP,BiocCaseStudies,BiocGenerics,Biostrings,BufferedMatrixMethods,categoryCompare,ecolitk,estrogen,ExpressionView,factDesign,ffpeExampleData,gCMAPWeb,GeneRegionScan,limma,made4,MLSeq,oneChannelGUI,paxtoolsr,piano,PREDA,prot2D,qcmetrics,siggenes",&nbsp;,"tkWidgets(>= 1.19.0),affydata,widgetTools","R (>= 2.8.0),BiocGenerics(>= 0.1.12),Biobase(>= 2.5.5)",1.44.0,BioC 1.6 (R-2.1) or earlier,"affyILM,affylmGUI,affyQCReport,AffyTiling,ArrayExpress,arrayQualityMetrics,ArrayTools,CAFE,ChIPXpress,Cormotif,DeSousa2013,farms,ffpe,frma,gcrma,GEOsubmission,Harshlight,HTqPCR,lumi,LVSmiRNA,makecdfenv,MSnbase,PECA,plier,plw,puma,pvac,Rnits,simpleaffy,tilingArray,TurboNorm,vsn,waveTiling","affyContam,affycoretools,affydata,AffyExpress,affyPara,affypdnn,affyPLM,affyQCReport,AffyRNADegradation,AgiMicroRna,ALLMLL,altcdfenvs,AmpAffyExample,arrayMvout,ArrayTools,bgx,bronchialIL13,ccTutorial,ChimpHumanBrainData,CLL,Cormotif,curatedBladderData,curatedOvarianData,DrugVsDisease,dualKS,ecoliLeucine,estrogen,ExiMiR,farms,frmaTools,gcrma,Hiiragi2013,LMGene,logitT,maPredictDSC,MAQCsubset,MAQCsubsetAFX,maskBAD,MLP,mvoutData,panp,plw,prebs,PREDAsampledata,puma,pumadata,qpcrNorm,ReadqPCR,RefPlus,rHVDM,Risa,RPA,SCAN.UPC,simpleaffy,SpikeIn,SpikeInSubset,sscore,Starr,webbioc,XhybCasneuf",
affyContam,"Infrastructure,Software",,,Artistic-2.0,,,,&nbsp;,,"R (>= 2.7.0), tools, methods, utils,Biobase,affy,affydata",1.24.0,BioC 2.3 (R-2.8),arrayMvout,,
affyILM,"Microarray,OneChannel,Preprocessing,Software",,,GPL version 3,,"affxparser(>= 1.16.0),affy, graphics, methods,Biobase",,&nbsp;,AffymetrixDataTestFiles,"R (>= 2.10.0), methods,gcrma",1.18.0,BioC 2.6 (R-2.11),,,
affyPLM,"Microarray,OneChannel,Preprocessing,QualityControl,Software",,preprocessCore,GPL (>= 2),http://bmbolstad.com,"BiocGenerics,zlibbioc, graphics, grDevices, methods","AffyExpress,arrayMvout,ArrayTools,BiocCaseStudies,BiocGenerics,ELBOW,frmaTools,metahdep,oneChannelGUI,piano",&nbsp;,"affydata,MASS","R (>= 2.6.0),BiocGenerics(>= 0.3.2),affy(>= 1.11.0),Biobase(>= 2.17.8),gcrma, stats,preprocessCore(>= 1.5.1)",1.42.0,BioC 1.6 (R-2.1) or earlier,"affyQCReport,arrayQualityMetrics","affylmGUI,RefPlus",
affyPara,"Microarray,Preprocessing,Software",affy,,GPL-3,http://www.ibe.med.uni-muenchen.de,,,&nbsp;,affydata,"R (>= 2.5.0), methods,affy(>= 1.20.0),snow(>= 0.2-3),vsn(>= 3.6.0),aplpack(>= 1.1.1),affyio",1.26.0,BioC 2.2 (R-2.7),,,
affyQCReport,"Microarray,OneChannel,QualityControl,Software",,,LGPL (>= 2),,"affy,affyPLM,Biobase,genefilter, graphics, grDevices,lattice,RColorBrewer,simpleaffy, stats, utils,xtable",BiocCaseStudies,&nbsp;,"tkWidgets(>= 1.5.23),affydata(>= 1.4.1)","Biobase(>= 1.13.16),affy,lattice",1.44.0,BioC 1.7 (R-2.2),,,
affycomp,"Microarray,OneChannel,Preprocessing,Software",,,GPL (>= 2),,,,&nbsp;,"splines,affycompData","R (>= 2.13.0), methods,Biobase(>= 2.3.3)",1.42.0,BioC 1.6 (R-2.1) or earlier,,affycompData,
affycoretools,"GeneExpression,Microarray,OneChannel,ReportWriting,Software",,,Artistic-2.0,,"biomaRt,limma,GOstats,annotate,annaffy,genefilter,gcrma, splines,xtable,AnnotationDbi,lattice,gplots,oligoClasses,ReportingTools,hwriter",,&nbsp;,"affydata,hgfocuscdf,rgl,BiocStyle,knitr","affy,Biobase,GO.db",1.38.0,BioC 1.8 (R-2.3),,AgiMicroRna,
affyio,"DataImport,Infrastructure,Microarray,Software",,,LGPL (>= 2),,zlibbioc,BufferedMatrixMethods,&nbsp;,,R (>= 2.6.0),1.34.0,BioC 1.8 (R-2.3),"affy,affylmGUI,crlmm,ExiMiR,gcrma,oligo,oligoClasses,puma","affyPara,makecdfenv,SCAN.UPC,sscore",
affylmGUI,"DataImport,DifferentialExpression,GUI,Microarray,MultipleComparison,OneChannel,Preprocessing,QualityControl,Software",,,GPL (>=2),http://bioinf.wehi.edu.au/affylmGUI/,"limma, tcltk,affy,BiocInstaller,affyio,R2HTML,xtable,gcrma,AnnotationDbi",,&nbsp;,,"affyPLM,tkrplot",1.40.2,BioC 1.6 (R-2.1) or earlier,,oneChannelGUI,
affypdnn,"Microarray,OneChannel,Preprocessing,Software",,,LGPL,,,,&nbsp;,"affydata,hgu95av2probe","R (>= 2.13.0),affy(>= 1.5)",1.40.0,BioC 1.6 (R-2.1) or earlier,,,
agilp,"Software,StatisticalMethod",,,GPL-3,,,,&nbsp;,,R (>= 2.14.0),3.8.0,BioC 2.11 (R-2.15),,,
alsace,Software,,,GPL (>= 2),,,,&nbsp;,lattice,"R (>= 2.10),ALS,ptw(>= 1.0.6)",1.2.0,BioC 2.14 (R-3.1),,,
altcdfenvs,"Annotation,Microarray,OneChannel,Preprocessing,ProprietaryPlatforms,QualityControl,Software,Transcription",,,GPL (>= 2),,,,&nbsp;,"plasmodiumanophelescdf,hgu95acdf,hgu133aprobe,hgu133a.db,hgu133acdf,Rgraphviz,RColorBrewer","R (>= 2.7), methods,BiocGenerics(>= 0.1.0),Biobase(>= 2.15.1),affy,makecdfenv,Biostrings,hypergraph",2.28.0,BioC 1.6 (R-2.1) or earlier,Harshlight,,
ampliQueso,"DifferentialExpression,GeneExpression,RNASeq,ReportWriting,Sequencing,Software,Transcription,Visualization",,,GPL-2,,"edgeR,DESeq,samr",,&nbsp;,,"R (>= 2.15.0),rnaSeqMap(>= 2.17.1),knitr,rgl,ggplot2,gplots, parallel,doParallel,foreach,VariantAnnotation,genefilter,statmod,xtable",1.4.0,BioC 2.13 (R-3.0),,,
annaffy,"Annotation,GO,Microarray,OneChannel,Pathways,ReportWriting,Software",,,LGPL,,AnnotationDbi(>= 0.1.15),"AffyExpress,ArrayTools,BiocCaseStudies,oneChannelGUI",&nbsp;,"hgu95av2.db,multtest, tcltk","R (>= 2.5.0), methods,Biobase,GO.db,KEGG.db",1.38.0,BioC 1.6 (R-2.1) or earlier,affycoretools,"a4Base,a4Reporting,PGSEA,webbioc",
annmap,"Annotation,Microarray,OneChannel,ReportWriting,Software,Transcription,Visualization",,,GPL-2,http://annmap.cruk.manchester.ac.uk,"DBI,RMySQL(>= 0.6-0),digest,Biobase, grid,lattice,Rsamtools,genefilter,IRanges,BiocGenerics",,&nbsp;,"RUnit,rjson,Gviz","R (>= 2.15.0), methods,GenomicRanges",1.8.0,BioC 2.11 (R-2.15),,,
annotate,"Annotation,GO,Pathways,Software",,,Artistic-2.0,,"Biobase,DBI,xtable, graphics, utils, stats, methods,BiocGenerics(>= 0.11.2)","adme16cod.db,ag.db,ath1121501.db,BiocCaseStudies,biomaRt,bovine.db,canine.db,canine2.db,celegans.db,chicken.db,drosgenome1.db,drosophila2.db,ecoli2.db,GGHumanMethCancerPanelv1.db,GlobalAncova,globaltest,GOstats,GSAR,GSEAlm,h10kcod.db,h20kcod.db,hcg110.db,hgfocus.db,hgu133a.db,hgu133a2.db,hgu133b.db,hgu133plus2.db,hgu219.db,hgu95a.db,hgu95av2.db,hgu95b.db,hgu95c.db,hgu95d.db,hgu95e.db,hguatlas13k.db,hgubeta7.db,hguDKFZ31.db,hgug4100a.db,hgug4101a.db,hgug4110b.db,hgug4111a.db,hgug4112a.db,hgug4845a.db,hguqiagenv3.db,hi16cod.db,hs25kresogen.db,Hs6UG171.db,HsAgilentDesign026652.db,hthgu133a.db,hthgu133b.db,hu35ksuba.db,hu35ksubb.db,hu35ksubc.db,hu35ksubd.db,hu6800.db,huex10stprobeset.db,huex10sttranscriptcluster.db,hugene10stprobeset.db,hugene10sttranscriptcluster.db,hugene11stprobeset.db,hugene11sttranscriptcluster.db,hugene20stprobeset.db,hugene20sttranscriptcluster.db,hugene21stprobeset.db,hugene21sttranscriptcluster.db,HuO22.db,hwgcod.db,IlluminaHumanMethylation27k.db,IlluminaHumanMethylation450k.db,illuminaHumanv1.db,illuminaHumanv2.db,illuminaHumanv2BeadID.db,illuminaHumanv3.db,illuminaHumanv4.db,illuminaHumanWGDASLv3.db,illuminaHumanWGDASLv4.db,illuminaMousev1.db,illuminaMousev1p1.db,illuminaMousev2.db,illuminaRatv1.db,indac.db,JazaeriMetaData.db,LAPOINTE.db,lumiHumanAll.db,lumiMouseAll.db,lumiRatAll.db,m10kcod.db,m20kcod.db,maigesPack,metagenomeSeq,mgu74a.db,mgu74av2.db,mgu74b.db,mgu74bv2.db,mgu74c.db,mgu74cv2.db,mguatlas5k.db,mgug4104a.db,mgug4120a.db,mgug4121a.db,mgug4122a.db,mi16cod.db,MLP,mm24kresogen.db,MmAgilentDesign026655.db,moe430a.db,moe430b.db,moex10stprobeset.db,moex10sttranscriptcluster.db,mogene10stprobeset.db,mogene10sttranscriptcluster.db,mogene11stprobeset.db,mogene11sttranscriptcluster.db,mogene20stprobeset.db,mogene20sttranscriptcluster.db,mogene21stprobeset.db,mogene21sttranscriptcluster.db,mouse4302.db,mouse430a2.db,mpedbarray.db,mta10stprobeset.db,mta10sttranscriptcluster.db,mu11ksuba.db,mu11ksubb.db,Mu15v1.db,mu19ksuba.db,mu19ksubb.db,mu19ksubc.db,Mu22v3.db,mwgcod.db,Norway981.db,nugohs1a520180.db,nugomm1a520177.db,oneChannelGUI,OperonHumanV3.db,org.Ag.eg.db,org.At.tair.db,org.Bt.eg.db,org.Ce.eg.db,org.Cf.eg.db,org.Dm.eg.db,org.Dr.eg.db,org.EcK12.eg.db,org.EcSakai.eg.db,org.Gg.eg.db,org.Hs.eg.db,org.Mm.eg.db,org.Mmu.eg.db,org.Pf.plasmo.db,org.Pt.eg.db,org.Rn.eg.db,org.Sc.sgd.db,org.Sco.eg.db,org.Ss.eg.db,org.Tgondii.eg.db,org.Xl.eg.db,PartheenMetaData.db,pedbarrayv10.db,pedbarrayv9.db,POCRCannotation.db,porcine.db,puma,r10kcod.db,rae230a.db,rae230b.db,raex10stprobeset.db,raex10sttranscriptcluster.db,ragene10stprobeset.db,ragene10sttranscriptcluster.db,ragene11stprobeset.db,ragene11sttranscriptcluster.db,ragene20stprobeset.db,ragene20sttranscriptcluster.db,ragene21stprobeset.db,ragene21sttranscriptcluster.db,rat2302.db,rgu34a.db,rgu34b.db,rgu34c.db,rguatlas4k.db,rgug4105a.db,rgug4130a.db,rgug4131a.db,ri16cod.db,RnAgilentDesign028282.db,rnu34.db,Roberts2005Annotation.db,rtu34.db,rwgcod.db,SHDZ.db,siggenes,u133x3p.db,xlaevis.db,yeast2.db,ygs98.db,zebrafish.db",&nbsp;,"hgu95av2.db,genefilter,Biostrings(>= 2.25.10),rae230a.db,rae230aprobe,tkWidgets,GO.db,org.Hs.eg.db,org.Mm.eg.db,hom.Hs.inp.db,humanCHRLOC,Rgraphviz,RUnit","R (>= 2.10),AnnotationDbi(>= 1.27.5),XML",1.44.0,BioC 1.6 (R-2.1) or earlier,"affycoretools,CAFE,Category,categoryCompare,codelink,DOQTL,DrugVsDisease,facopy,gCMAP,gCMAPWeb,GeneAnswers,genefilter,GlobalAncova,globaltest,GOstats,lumi,methyAnalysis,methylumi,mvGST,phenoTest,qpgraph,ReportingTools,ScISI,splicegear,systemPipeR,tigre","ChromHeatMap,GeneAnswers,geneplotter,GOSim,GSEABase,idiogram,macat,MGFM,MineICA,MLInterfaces,Neve2006,PCpheno,phenoTest,PREDA,PREDAsampledata,RpsiXML,ScISI,SemDist",
annotationTools,"Annotation,Microarray,Software",,,GPL,,"Biobase, stats",,&nbsp;,,,1.40.0,BioC 2.0 (R-2.5),DOQTL,,
anota,"DifferentialExpression,GeneExpression,Microarray,Sequencing,Software",,,GPL-3,,"multtest,qvalue",,&nbsp;,,qvalue,1.14.0,BioC 2.8 (R-2.13),,tRanslatome,
antiProfiles,"Classification,GeneExpression,Software",,,Artistic-2.0,,,,&nbsp;,"antiProfilesData,RColorBrewer","R (>= 3.0),matrixStats(>= 0.5), methods (>= 2.14)",1.6.0,BioC 2.12 (R-3.0),,,
apComplex,"GraphAndNetwork,MassSpectrometry,NetworkInference,Software",,,LGPL,,"Rgraphviz, stats,org.Sc.sgd.db",BiocCaseStudies,&nbsp;,,"R (>= 2.10),graph,RBGL",2.32.0,BioC 1.6 (R-2.1) or earlier,,ScISI,
aroma.light,"Infrastructure,Microarray,MultiChannel,OneChannel,Preprocessing,Software,TwoChannel,Visualization",,,GPL (>= 2),http://www.aroma-project.org/https://github.com/HenrikBengtsson/aroma.light/,"R.methodsS3(>= 1.6.1),R.oo(>= 1.18.0),R.utils(>= 1.33.0),matrixStats(>= 0.10.0)",,&nbsp;,princurve(>= 1.1-12),R (>= 2.14.0),2.2.1,BioC 1.9 (R-2.4),EDASeq,,
arrayMvout,"Infrastructure,Microarray,QualityControl,Software",,,Artistic-2.0,,"simpleaffy,mdqc,affyContam",,&nbsp;,"MAQCsubset,mvoutData,lumiBarnes,affyPLM,affydata,hgu133atagcdf","R (>= 2.6.0), tools, methods, utils,parody,Biobase,affy,lumi",1.24.0,BioC 2.3 (R-2.8),,,
arrayQuality,"Microarray,QualityControl,Software,TwoChannel,Visualization",,,LGPL,http://arrays.ucsf.edu/,"graphics, grDevices, grid,gridBase,hexbin,limma,marray, methods,RColorBrewer, stats, utils",,&nbsp;,"mclust,MEEBOdata,HEEBOdata",R (>= 2.2.0),1.44.0,BioC 1.6 (R-2.1) or earlier,,,
arrayQualityMetrics,"Microarray,OneChannel,QualityControl,ReportWriting,Software,TwoChannel",,,LGPL (>= 2),,"affy,affyPLM(>= 1.27.3),beadarray,Biobase,Cairo(>= 1.4-6),genefilter, graphics, grDevices, grid,gridSVG(>= 1.4-3),Hmisc,hwriter,lattice,latticeExtra,limma, methods,RColorBrewer,setRNG, stats, SVGAnnotation (>= 0.9-0), utils,vsn(>= 3.23.3),XML",,&nbsp;,"ALLMLL,CCl4,BiocStyle,knitr",,3.22.1,BioC 2.1 (R-2.6),,,
asmn,"DNAMethylation,Preprocessing,QualityControl,Software,TwoChannel",,,GPL-3,,"methylumi, stats,Biobase",,&nbsp;,"TCGAMethylation450k,IlluminaHumanMethylation450k.db",R (>= 3.0.2),1.2.0,BioC 2.14 (R-3.1),,,
attract,"GeneExpression,Software,StatisticalMethod",,,LGPL (>= 2.0),,"Biobase,AnnotationDbi,KEGG.db,limma,cluster,GOstats, graphics, methods, stats",,&nbsp;,illuminaHumanv1.db,"R (>= 2.10.0),AnnotationDbi,KEGG.db,limma,cluster,GOstats, graphics, methods, stats",1.18.0,BioC 2.7 (R-2.12),,,
ballgown,"DifferentialExpression,Preprocessing,RNASeq,Software,StatisticalMethod",,,Artistic-2.0,,"GenomicRanges(>= 1.17.25),IRanges(>= 1.99.22),S4Vectors(>= 0.1.2),RColorBrewer, splines,sva,limma,rtracklayer(>= 1.25.13),Biobase(>= 2.25.0),GenomeInfoDb",polyester,&nbsp;,"testthat,knitr","R (>= 3.0.0), methods",1.0.4,BioC 3.0 (R-3.1),,,
baySeq,"DifferentialExpression,MultipleComparison,SAGE,Sequencing,Software",,,GPL-3,,,"compcodeR,oneChannelGUI,riboSeqR",&nbsp;,"snow,edgeR,BiocStyle,BiocGenerics","R (>= 2.3.0), methods,GenomicRanges,abind",2.0.50,BioC 2.5 (R-2.10),"EDDA,metaseqR","EDDA,Rcade,segmentSeq,TCC",
beadarray,"Microarray,OneChannel,Preprocessing,QualityControl,Software",,,GPL-2,,"BeadDataPackR,limma,AnnotationDbi, stats4,reshape2,GenomicRanges,IRanges,illuminaio","beadarraySNP,blimaTestingData,lumi",&nbsp;,"lumi,vsn,affy,hwriter,beadarrayExampleData,illuminaHumanv3.db,gridExtra,BiocStyle,TxDb.Hsapiens.UCSC.hg19.knownGene,ggbio,Nozzle.R1,knitr","R (>= 2.13.0),BiocGenerics(>= 0.3.2),Biobase(>= 2.17.8), methods,ggplot2",2.16.0,BioC 1.8 (R-2.3),"arrayQualityMetrics,BeadArrayUseCases,blima,epigenomix",beadarrayExampleData,
beadarraySNP,"CopyNumberVariation,DataImport,GeneticVariability,Preprocessing,SNP,Software,TwoChannel",,,GPL-2,,,,&nbsp;,"aCGH,affy,limma,snapCGH,beadarray,DNAcopy","methods,Biobase(>= 2.14),quantsmooth",1.32.0,BioC 1.9 (R-2.4),,,
betr,"DifferentialExpression,Microarray,Software,TimeCourse",,,LGPL,,"Biobase(>= 2.5.5),limma,mvtnorm, methods, stats",,&nbsp;,Biobase,R (>= 2.6.0),1.22.0,BioC 2.4 (R-2.9),,,
bgafun,"Classification,Software",,,Artistic-2.0,,,,&nbsp;,,"made4,seqinr,ade4",1.28.0,BioC 2.1 (R-2.6),,,
bgx,"DifferentialExpression,Microarray,Software",,,GPL-2,,,,&nbsp;,"affydata,hgu95av2cdf","R (>= 2.0.1),Biobase,affy(>= 1.5.0),gcrma(>= 2.4.1)",1.32.0,BioC 2.0 (R-2.5),,,
bigmemoryExtras,"DataRepresentation,Infrastructure,Software",,,Artistic-2.0,https://github.com/phaverty/bigmemoryExtras,"methods,Biobase",,&nbsp;,"biganalytics,BiocGenerics,RUnit","R (>= 2.12),bigmemory(>= 4.3)",1.10.0,BioC 2.11 (R-2.15),,,
bioDist,"Classification,Clustering,Software",,,Artistic-2.0,,,BiocCaseStudies,&nbsp;,locfit,"R (>= 2.0), methods,Biobase,KernSmooth",1.38.0,BioC 1.6 (R-2.1) or earlier,,flowQ,
bioassayR,"Bioinformatics,CellBasedAssays,DataImport,Infrastructure,MicrotitrePlateAssay,Proteomics,Software,Visualization",,,Artistic-2.0,,XML,,&nbsp;,"BiocStyle,RCurl,ape,ChemmineR","R (>= 3.1.0),DBI(>= 0.3.1),RSQLite(>= 1.0.0), methods,Matrix,rjson",1.4.3,BioC 2.13 (R-3.0),,,
biocGraph,"GraphAndNetwork,Software,Visualization",,,Artistic-2.0,,"Rgraphviz,geneplotter,graph,BiocGenerics, methods",BiocCaseStudies,&nbsp;,"fibroEset,geneplotter,hgu95av2.db","Rgraphviz,graph",1.28.0,BioC 2.1 (R-2.6),,,
biocViews,"Infrastructure,Software",,,Artistic-2.0,http://www.bioconductor.org/packages/release/BiocViews.html,"Biobase,graph(>= 1.9.26), methods,RBGL(>= 1.13.5), tools, utils,XML,RCurl,RUnit,knitr",,&nbsp;,"Biobase,BiocGenerics,RUnit",R (>= 2.4.0),1.34.1,BioC 1.8 (R-2.3),"BiocCheck,RforProteomics",Risa,
biomaRt,"Annotation,Software",,,Artistic-2.0,,"utils,XML,RCurl,AnnotationDbi","BiocCaseStudies,ccTutorial,DEGreport,GeneAnswers,Genominator,h5vc,isobar,leeBamViews,massiR,MineICA,MiRaGE,oneChannelGUI,paxtoolsr,Pbase,piano,Rcade,RforProteomics,RIPSeeker,RnaSeqTutorial,rTANDEM,rTRM,ShortRead,SIM,systemPipeR,trackViewer",&nbsp;,annotate,methods,2.22.0,BioC 1.6 (R-2.1) or earlier,"affycoretools,ArrayExpressHTS,cobindR,customProDB,DEXSeq,DOQTL,easyRNASeq,GenomicFeatures,GOexpress,Gviz,HTSanalyzeR,IdMappingRetrieval,KEGGprofile,MEDIPS,metaseqR,methyAnalysis,oposSOM,phenoTest,R453Plus1Toolbox,RNAither,SeqGSEA","ChIPpeakAnno,customProDB,dagLogo,domainsignatures,DrugVsDisease,Fletcher2013b,genefu,GenomeGraphs,MineICA,PSICQUIC,Roleswitch,Sushi,VegaMC",
biomvRCNS,"CopyNumberVariation,Genetics,Microarray,Sequencing,Software,Visualization,aCGH",,,GPL (>= 2),,"methods,mvtnorm",,&nbsp;,"cluster, parallel,GenomicFeatures,dynamicTreeCut,Rsamtools,TxDb.Hsapiens.UCSC.hg19.knownGene","IRanges,GenomicRanges,Gviz",1.6.0,BioC 2.12 (R-3.0),,,
biosvd,"Software,TimeCourse,Visualization",,,Artistic-2.0,,"BiocGenerics,Biobase, methods, grid, graphics,NMF",,&nbsp;,,R (>= 3.1.0),2.2.0,BioC 2.14 (R-3.1),,,
biovizBase,"Infrastructure,Preprocessing,Software,Visualization",,,Artistic-2.0,,"methods, grDevices, stats,scales,Hmisc,RColorBrewer,dichromat,BiocGenerics,S4Vectors(>= 0.2.4),IRanges(>= 1.99.28),GenomeInfoDb(>= 1.1.3),GenomicRanges(>= 1.17.19),Biostrings(>= 2.33.11),Rsamtools(>= 1.17.28),GenomicAlignments(>= 1.1.16),GenomicFeatures(>= 1.17.13),AnnotationDbi,VariantAnnotation(>= 1.11.4)","derfinder,derfinderPlot,regionReport",&nbsp;,"BSgenome.Hsapiens.UCSC.hg19,TxDb.Hsapiens.UCSC.hg19.knownGene,BSgenome,rtracklayer","R (>= 2.10), methods",1.14.1,BioC 2.9 (R-2.14),"GenoView,ggbio,Gviz,Pviz,qrqc","CAFE,qrqc",
birta,"GeneExpression,GraphAndNetwork,Microarray,Sequencing,Software,Transcription",,,GPL (>= 2),,,,&nbsp;,,"limma,MASS, R (>= 2.10),Biobase, methods",1.10.0,BioC 2.10 (R-2.15),,,
blima,"Microarray,Normalization,Preprocessing,Software",,,GPL-3,https://bitbucket.org/kulvait/blima,"beadarray(>= 2.0.0),Biobase(>= 2.0.0),BiocGenerics, grDevices, stats, graphics",blimaTestingData,&nbsp;,"xtable,blimaTestingData,BiocStyle,illuminaHumanv4.db,lumi",R (>= 3.0.0),1.0.0,BioC 3.0 (R-3.1),,,
bridge,"DifferentialExpression,Microarray,OneChannel,Software,TwoChannel",,,GPL (>= 2),,,,&nbsp;,,"R (>= 1.9.0),rama",1.30.0,BioC 1.6 (R-2.1) or earlier,,,
bsseq,"DNAMethylation,Software",,,Artistic-2.0,https://github.com/kasperdanielhansen/bsseq,"scales, stats, graphics,Biobase,locfit",,&nbsp;,"RUnit,bsseqData","R (>= 2.15), methods,BiocGenerics,IRanges,GenomicRanges, parallel,matrixStats",1.2.0,BioC 2.11 (R-2.15),DSS,bsseqData,
bumphunter,"DNAMethylation,Epigenetics,Infrastructure,MultipleComparison,Software",,,Artistic-2.0,https://github.com/ririzarr/bumphunter,"matrixStats,limma,doRNG,BiocGenerics, utils",derfinderPlot,&nbsp;,"RUnit,doParallel,org.Hs.eg.db,TxDb.Hsapiens.UCSC.hg19.knownGene","R (>= 2.10),S4Vectors,IRanges,GenomeInfoDb,GenomicRanges,foreach,iterators, methods, parallel,locfit",1.6.0,BioC 2.12 (R-3.0),derfinder,minfi,
cancerclass,"Cancer,Classification,Microarray,Software,Visualization",,,GPL 3,,,,&nbsp;,cancerdata,"R (>= 2.14.0),Biobase,binom, methods, stats",1.10.0,BioC 2.11 (R-2.15),,,
casper,"DifferentialExpression,GeneExpression,RNASeq,Sequencing,Software,Transcription",parallel,,GPL (>=2),,"BiocGenerics,EBarrays,gaga,gtools,GenomeInfoDb,GenomicFeatures,limma,mgcv,Rsamtools,rtracklayer,S4Vectors,sqldf,survival,VGAM",,&nbsp;,,"R (>= 2.14.1),Biobase,IRanges, methods,GenomicRanges",2.0.2,BioC 2.12 (R-3.0),,,
