,biocViews,Enhances,LinkingTo,License,URL,Imports,Suggests Me,Suggests,Depends,Version,SystemRequirements,Imports Me,Depends On Me
pd.hg.u133.plus.2,AnnotationData,,,Artistic-2.0,,,,,"R (>= 3.1.0),Biostrings(>= 2.33.14), methods,RSQLite(>= 0.11.4),oligoClasses(>= 1.27.2),oligo(>= 1.29.1),DBI(>= 0.3.1),IRanges(>= 1.99.31),S4Vectors(>= 0.2.5)",3.10.0,,,
pd.hg.u133a,AnnotationData,,,Artistic-2.0,,,,,"R (>= 3.1.0),Biostrings(>= 2.33.14), methods,RSQLite(>= 0.11.4),oligoClasses(>= 1.27.2),oligo(>= 1.29.1),DBI(>= 0.3.1),IRanges(>= 1.99.31),S4Vectors(>= 0.2.5)",3.10.0,,,
pd.hg.u133a.2,AnnotationData,,,Artistic-2.0,,,,,"R (>= 3.1.0),Biostrings(>= 2.33.14), methods,RSQLite(>= 0.11.4),oligoClasses(>= 1.27.2),oligo(>= 1.29.1),DBI(>= 0.3.1),IRanges(>= 1.99.31),S4Vectors(>= 0.2.5)",3.10.0,,,
pd.hg.u133a.tag,AnnotationData,,,Artistic-2.0,,,,,"R (>= 3.1.0),Biostrings(>= 2.33.14), methods,RSQLite(>= 0.11.4),oligoClasses(>= 1.27.2),oligo(>= 1.29.1),DBI(>= 0.3.1),IRanges(>= 1.99.31),S4Vectors(>= 0.2.5)",3.10.0,,,
pd.hg.u133b,AnnotationData,,,Artistic-2.0,,,,,"R (>= 3.1.0),Biostrings(>= 2.33.14), methods,RSQLite(>= 0.11.4),oligoClasses(>= 1.27.2),oligo(>= 1.29.1),DBI(>= 0.3.1),IRanges(>= 1.99.31),S4Vectors(>= 0.2.5)",3.10.0,,,
pd.hg.u219,AnnotationData,,,Artistic-2.0,,,,,"R (>= 3.1.0),Biostrings(>= 2.33.14), methods,RSQLite(>= 0.11.4),oligoClasses(>= 1.27.2),oligo(>= 1.29.1),DBI(>= 0.3.1),IRanges(>= 1.99.31),S4Vectors(>= 0.2.5)",3.10.0,,,
pd.hg.u95a,AnnotationData,,,Artistic-2.0,,,SCAN.UPC,,"R (>= 3.1.0),Biostrings(>= 2.33.14), methods,RSQLite(>= 0.11.4),oligoClasses(>= 1.27.2),oligo(>= 1.29.1),DBI(>= 0.3.1),IRanges(>= 1.99.31),S4Vectors(>= 0.2.5)",3.10.0,,,
pd.hg.u95av2,AnnotationData,,,Artistic-2.0,,,oligoData,,"R (>= 3.1.0),Biostrings(>= 2.33.14), methods,RSQLite(>= 0.11.4),oligoClasses(>= 1.27.2),oligo(>= 1.29.1),DBI(>= 0.3.1),IRanges(>= 1.99.31),S4Vectors(>= 0.2.5)",3.10.0,,,
pd.hg.u95b,AnnotationData,,,Artistic-2.0,,,,,"R (>= 3.1.0),Biostrings(>= 2.33.14), methods,RSQLite(>= 0.11.4),oligoClasses(>= 1.27.2),oligo(>= 1.29.1),DBI(>= 0.3.1),IRanges(>= 1.99.31),S4Vectors(>= 0.2.5)",3.10.0,,,
pd.hg.u95c,AnnotationData,,,Artistic-2.0,,,,,"R (>= 3.1.0),Biostrings(>= 2.33.14), methods,RSQLite(>= 0.11.4),oligoClasses(>= 1.27.2),oligo(>= 1.29.1),DBI(>= 0.3.1),IRanges(>= 1.99.31),S4Vectors(>= 0.2.5)",3.10.0,,,
pd.hg.u95d,AnnotationData,,,Artistic-2.0,,,,,"R (>= 3.1.0),Biostrings(>= 2.33.14), methods,RSQLite(>= 0.11.4),oligoClasses(>= 1.27.2),oligo(>= 1.29.1),DBI(>= 0.3.1),IRanges(>= 1.99.31),S4Vectors(>= 0.2.5)",3.10.0,,,
pd.hg.u95e,AnnotationData,,,Artistic-2.0,,,,,"R (>= 3.1.0),Biostrings(>= 2.33.14), methods,RSQLite(>= 0.11.4),oligoClasses(>= 1.27.2),oligo(>= 1.29.1),DBI(>= 0.3.1),IRanges(>= 1.99.31),S4Vectors(>= 0.2.5)",3.10.0,,,
pd.hg18.60mer.expr,AnnotationData,,,Artistic-2.0,,"Biostrings(>= 2.25.12),IRanges(>= 1.15.43)","oligo,oligoData",,"R (>= 2.15.0), methods,RSQLite(>= 0.11.1),oligoClasses(>= 1.19.41),oligo(>= 1.21.5),DBI",3.4.1,,,
pd.ht.hg.u133.plus.pm,AnnotationData,,,Artistic-2.0,,,,,"R (>= 3.1.0),Biostrings(>= 2.33.14), methods,RSQLite(>= 0.11.4),oligoClasses(>= 1.27.2),oligo(>= 1.29.1),DBI(>= 0.3.1),IRanges(>= 1.99.31),S4Vectors(>= 0.2.5)",3.10.0,,,
pd.ht.hg.u133a,AnnotationData,,,Artistic-2.0,,,,,"R (>= 3.1.0),Biostrings(>= 2.33.14), methods,RSQLite(>= 0.11.4),oligoClasses(>= 1.27.2),oligo(>= 1.29.1),DBI(>= 0.3.1),IRanges(>= 1.99.31),S4Vectors(>= 0.2.5)",3.10.0,,,
pd.ht.mg.430a,AnnotationData,,,Artistic-2.0,,,,,"R (>= 3.1.0),Biostrings(>= 2.33.14), methods,RSQLite(>= 0.11.4),oligoClasses(>= 1.27.2),oligo(>= 1.29.1),DBI(>= 0.3.1),IRanges(>= 1.99.31),S4Vectors(>= 0.2.5)",3.10.0,,,
pd.hta.2.0,AnnotationData,,,Artistic-2.0,,,,,"R (>= 3.1.0),Biostrings(>= 2.33.14), methods,RSQLite(>= 0.11.4),oligoClasses(>= 1.27.2),oligo(>= 1.29.1),DBI(>= 0.3.1),IRanges(>= 1.99.31),S4Vectors(>= 0.2.5)",3.10.1,,,
pd.hu6800,AnnotationData,,,Artistic-2.0,,,,,"R (>= 3.1.0),Biostrings(>= 2.33.14), methods,RSQLite(>= 0.11.4),oligoClasses(>= 1.27.2),oligo(>= 1.29.1),DBI(>= 0.3.1),IRanges(>= 1.99.31),S4Vectors(>= 0.2.5)",3.10.0,,,
pd.huex.1.0.st.v2,AnnotationData,,,Artistic-2.0,,,"frmaTools,oligo,oligoData",,"R (>= 3.1.0),Biostrings(>= 2.33.14), methods,RSQLite(>= 0.11.4),oligoClasses(>= 1.27.2),oligo(>= 1.29.1),DBI(>= 0.3.1),IRanges(>= 1.99.31),S4Vectors(>= 0.2.5)",3.10.0,,,
pd.hugene.1.0.st.v1,AnnotationData,,,Artistic-2.0,,,"frmaTools,oligo,oligoData",,"R (>= 3.1.0),Biostrings(>= 2.33.14), methods,RSQLite(>= 0.11.4),oligoClasses(>= 1.27.2),oligo(>= 1.29.1),DBI(>= 0.3.1),IRanges(>= 1.99.31),S4Vectors(>= 0.2.5)",3.10.0,,,
pd.hugene.1.1.st.v1,AnnotationData,,,Artistic-2.0,,,,,"R (>= 3.1.0),Biostrings(>= 2.33.14), methods,RSQLite(>= 0.11.4),oligoClasses(>= 1.27.2),oligo(>= 1.29.1),DBI(>= 0.3.1),IRanges(>= 1.99.31),S4Vectors(>= 0.2.5)",3.10.0,,,
pd.hugene.2.0.st,AnnotationData,,,Artistic-2.0,,,,,"R (>= 3.1.0),Biostrings(>= 2.33.14), methods,RSQLite(>= 0.11.4),oligoClasses(>= 1.27.2),oligo(>= 1.29.1),DBI(>= 0.3.1),IRanges(>= 1.99.31),S4Vectors(>= 0.2.5)",3.10.0,,,
pd.hugene.2.1.st,AnnotationData,,,Artistic-2.0,,,,,"R (>= 3.1.0),Biostrings(>= 2.33.14), methods,RSQLite(>= 0.11.4),oligoClasses(>= 1.27.2),oligo(>= 1.29.1),DBI(>= 0.3.1),IRanges(>= 1.99.31),S4Vectors(>= 0.2.5)",3.10.0,,,
pd.maize,AnnotationData,,,Artistic-2.0,,,,,"R (>= 3.1.0),Biostrings(>= 2.33.14), methods,RSQLite(>= 0.11.4),oligoClasses(>= 1.27.2),oligo(>= 1.29.1),DBI(>= 0.3.1),IRanges(>= 1.99.31),S4Vectors(>= 0.2.5)",3.10.0,,,
pd.mapping250k.nsp,AnnotationData,,,Artistic-2.0,,,"cn.farms,ITALICS,oligoClasses",,"R (>= 3.1.0),Biostrings(>= 2.33.14), methods,RSQLite(>= 0.11.4),oligoClasses(>= 1.27.2),oligo(>= 1.29.1),DBI(>= 0.3.1),IRanges(>= 1.99.31),S4Vectors(>= 0.2.5)",3.10.0,,,
pd.mapping250k.sty,AnnotationData,,,Artistic-2.0,,,"cn.farms,ITALICS,oligoClasses",,"R (>= 3.1.0),Biostrings(>= 2.33.14), methods,RSQLite(>= 0.11.4),oligoClasses(>= 1.27.2),oligo(>= 1.29.1),DBI(>= 0.3.1),IRanges(>= 1.99.31),S4Vectors(>= 0.2.5)",3.10.0,,,
pd.mapping50k.hind240,AnnotationData,,,Artistic-2.0,,,"ITALICS,oligoClasses",,"R (>= 3.1.0),Biostrings(>= 2.33.14), methods,RSQLite(>= 0.11.4),oligoClasses(>= 1.27.2),oligo(>= 1.29.1),DBI(>= 0.3.1),IRanges(>= 1.99.31),S4Vectors(>= 0.2.5)",3.10.0,,,
pd.mapping50k.xba240,AnnotationData,,,Artistic-2.0,,,"oligo,oligoClasses,oligoData",,"R (>= 3.1.0),Biostrings(>= 2.33.14), methods,RSQLite(>= 0.11.4),oligoClasses(>= 1.27.2),oligo(>= 1.29.1),DBI(>= 0.3.1),IRanges(>= 1.99.31),S4Vectors(>= 0.2.5)",3.10.0,,,ITALICS
pd.margene.1.0.st,AnnotationData,,,Artistic-2.0,,,,,"R (>= 3.1.0),Biostrings(>= 2.33.14), methods,RSQLite(>= 0.11.4),oligoClasses(>= 1.27.2),oligo(>= 1.29.1),DBI(>= 0.3.1),IRanges(>= 1.99.31),S4Vectors(>= 0.2.5)",3.10.0,,,
pd.margene.1.1.st,AnnotationData,,,Artistic-2.0,,,,,"R (>= 3.1.0),Biostrings(>= 2.33.14), methods,RSQLite(>= 0.11.4),oligoClasses(>= 1.27.2),oligo(>= 1.29.1),DBI(>= 0.3.1),IRanges(>= 1.99.31),S4Vectors(>= 0.2.5)",3.10.0,,,
pd.medgene.1.0.st,AnnotationData,,,Artistic-2.0,,,,,"R (>= 3.1.0),Biostrings(>= 2.33.14), methods,RSQLite(>= 0.11.4),oligoClasses(>= 1.27.2),oligo(>= 1.29.1),DBI(>= 0.3.1),IRanges(>= 1.99.31),S4Vectors(>= 0.2.5)",3.10.0,,,
pd.medgene.1.1.st,AnnotationData,,,Artistic-2.0,,,,,"R (>= 3.1.0),Biostrings(>= 2.33.14), methods,RSQLite(>= 0.11.4),oligoClasses(>= 1.27.2),oligo(>= 1.29.1),DBI(>= 0.3.1),IRanges(>= 1.99.31),S4Vectors(>= 0.2.5)",3.10.0,,,
pd.medicago,AnnotationData,,,Artistic-2.0,,,,,"R (>= 3.1.0),Biostrings(>= 2.33.14), methods,RSQLite(>= 0.11.4),oligoClasses(>= 1.27.2),oligo(>= 1.29.1),DBI(>= 0.3.1),IRanges(>= 1.99.31),S4Vectors(>= 0.2.5)",3.10.0,,,
pd.mg.u74a,AnnotationData,,,Artistic-2.0,,,,,"R (>= 3.1.0),Biostrings(>= 2.33.14), methods,RSQLite(>= 0.11.4),oligoClasses(>= 1.27.2),oligo(>= 1.29.1),DBI(>= 0.3.1),IRanges(>= 1.99.31),S4Vectors(>= 0.2.5)",3.10.0,,,
pd.mg.u74av2,AnnotationData,,,Artistic-2.0,,,,,"R (>= 3.1.0),Biostrings(>= 2.33.14), methods,RSQLite(>= 0.11.4),oligoClasses(>= 1.27.2),oligo(>= 1.29.1),DBI(>= 0.3.1),IRanges(>= 1.99.31),S4Vectors(>= 0.2.5)",3.10.0,,,
pd.mg.u74b,AnnotationData,,,Artistic-2.0,,,,,"R (>= 3.1.0),Biostrings(>= 2.33.14), methods,RSQLite(>= 0.11.4),oligoClasses(>= 1.27.2),oligo(>= 1.29.1),DBI(>= 0.3.1),IRanges(>= 1.99.31),S4Vectors(>= 0.2.5)",3.10.0,,,
pd.mg.u74bv2,AnnotationData,,,Artistic-2.0,,,,,"R (>= 3.1.0),Biostrings(>= 2.33.14), methods,RSQLite(>= 0.11.4),oligoClasses(>= 1.27.2),oligo(>= 1.29.1),DBI(>= 0.3.1),IRanges(>= 1.99.31),S4Vectors(>= 0.2.5)",3.10.0,,,
pd.mg.u74c,AnnotationData,,,Artistic-2.0,,,,,"R (>= 3.1.0),Biostrings(>= 2.33.14), methods,RSQLite(>= 0.11.4),oligoClasses(>= 1.27.2),oligo(>= 1.29.1),DBI(>= 0.3.1),IRanges(>= 1.99.31),S4Vectors(>= 0.2.5)",3.10.0,,,
pd.mg.u74cv2,AnnotationData,,,Artistic-2.0,,,,,"R (>= 3.1.0),Biostrings(>= 2.33.14), methods,RSQLite(>= 0.11.4),oligoClasses(>= 1.27.2),oligo(>= 1.29.1),DBI(>= 0.3.1),IRanges(>= 1.99.31),S4Vectors(>= 0.2.5)",3.10.0,,,
pd.mirna.1.0,AnnotationData,,,Artistic-2.0,,,,,"R (>= 3.1.0),Biostrings(>= 2.33.14), methods,RSQLite(>= 0.11.4),oligoClasses(>= 1.27.2),oligo(>= 1.29.1),DBI(>= 0.3.1),IRanges(>= 1.99.31),S4Vectors(>= 0.2.5)",3.10.0,,,
pd.mirna.2.0,AnnotationData,,,Artistic-2.0,,,,,"R (>= 3.1.0),Biostrings(>= 2.33.14), methods,RSQLite(>= 0.11.4),oligoClasses(>= 1.27.2),oligo(>= 1.29.1),DBI(>= 0.3.1),IRanges(>= 1.99.31),S4Vectors(>= 0.2.5)",3.10.0,,,
pd.mirna.3.0,AnnotationData,,,Artistic-2.0,,,,,"R (>= 3.1.0),Biostrings(>= 2.33.14), methods,RSQLite(>= 0.11.4),oligoClasses(>= 1.27.2),oligo(>= 1.29.1),DBI(>= 0.3.1),IRanges(>= 1.99.31),S4Vectors(>= 0.2.5)",3.10.0,,,
pd.mirna.3.1,AnnotationData,,,Artistic-2.0,,"Biostrings(>= 2.25.12),IRanges(>= 1.15.43)",,,"R (>= 2.15.0), methods,RSQLite(>= 0.11.1),oligoClasses(>= 1.19.41),oligo(>= 1.21.5),DBI",3.8.1,,,
pd.mirna.4.0,AnnotationData,,,Artistic-2.0,,,,,"R (>= 3.1.0),Biostrings(>= 2.33.14), methods,RSQLite(>= 0.11.4),oligoClasses(>= 1.27.2),oligo(>= 1.29.1),DBI(>= 0.3.1),IRanges(>= 1.99.31),S4Vectors(>= 0.2.5)",3.10.0,,,
pd.moe430a,AnnotationData,,,Artistic-2.0,,,,,"R (>= 3.1.0),Biostrings(>= 2.33.14), methods,RSQLite(>= 0.11.4),oligoClasses(>= 1.27.2),oligo(>= 1.29.1),DBI(>= 0.3.1),IRanges(>= 1.99.31),S4Vectors(>= 0.2.5)",3.10.0,,,
pd.moe430b,AnnotationData,,,Artistic-2.0,,,,,"R (>= 3.1.0),Biostrings(>= 2.33.14), methods,RSQLite(>= 0.11.4),oligoClasses(>= 1.27.2),oligo(>= 1.29.1),DBI(>= 0.3.1),IRanges(>= 1.99.31),S4Vectors(>= 0.2.5)",3.10.0,,,
pd.moex.1.0.st.v1,AnnotationData,,,Artistic-2.0,,,,,"R (>= 3.1.0),Biostrings(>= 2.33.14), methods,RSQLite(>= 0.11.4),oligoClasses(>= 1.27.2),oligo(>= 1.29.1),DBI(>= 0.3.1),IRanges(>= 1.99.31),S4Vectors(>= 0.2.5)",3.10.0,,,
pd.mogene.1.0.st.v1,AnnotationData,,,Artistic-2.0,,,,,"R (>= 3.1.0),Biostrings(>= 2.33.14), methods,RSQLite(>= 0.11.4),oligoClasses(>= 1.27.2),oligo(>= 1.29.1),DBI(>= 0.3.1),IRanges(>= 1.99.31),S4Vectors(>= 0.2.5)",3.10.0,,,
pd.mogene.1.1.st.v1,AnnotationData,,,Artistic-2.0,,,,,"R (>= 3.1.0),Biostrings(>= 2.33.14), methods,RSQLite(>= 0.11.4),oligoClasses(>= 1.27.2),oligo(>= 1.29.1),DBI(>= 0.3.1),IRanges(>= 1.99.31),S4Vectors(>= 0.2.5)",3.10.0,,,
pd.mogene.2.0.st,AnnotationData,,,Artistic-2.0,,IRanges(>= 1.15.43),,,"R (>= 2.15.0),Biostrings(>= 2.25.12), methods,RSQLite(>= 0.11.1),oligoClasses(>= 1.19.41),oligo(>= 1.21.5),DBI",2.14.1,,,
pd.mogene.2.1.st,AnnotationData,,,Artistic-2.0,,,,,"R (>= 3.1.0),Biostrings(>= 2.33.14), methods,RSQLite(>= 0.11.4),oligoClasses(>= 1.27.2),oligo(>= 1.29.1),DBI(>= 0.3.1),IRanges(>= 1.99.31),S4Vectors(>= 0.2.5)",3.10.0,,,
pd.mouse430.2,AnnotationData,,,Artistic-2.0,,,,,"R (>= 3.1.0),Biostrings(>= 2.33.14), methods,RSQLite(>= 0.11.4),oligoClasses(>= 1.27.2),oligo(>= 1.29.1),DBI(>= 0.3.1),IRanges(>= 1.99.31),S4Vectors(>= 0.2.5)",3.10.0,,,
pd.mouse430a.2,AnnotationData,,,Artistic-2.0,,,,,"R (>= 3.1.0),Biostrings(>= 2.33.14), methods,RSQLite(>= 0.11.4),oligoClasses(>= 1.27.2),oligo(>= 1.29.1),DBI(>= 0.3.1),IRanges(>= 1.99.31),S4Vectors(>= 0.2.5)",3.10.0,,,
pd.mu11ksuba,AnnotationData,,,Artistic-2.0,,,,,"R (>= 3.1.0),Biostrings(>= 2.33.14), methods,RSQLite(>= 0.11.4),oligoClasses(>= 1.27.2),oligo(>= 1.29.1),DBI(>= 0.3.1),IRanges(>= 1.99.31),S4Vectors(>= 0.2.5)",3.10.0,,,
pd.mu11ksubb,AnnotationData,,,Artistic-2.0,,,,,"R (>= 3.1.0),Biostrings(>= 2.33.14), methods,RSQLite(>= 0.11.4),oligoClasses(>= 1.27.2),oligo(>= 1.29.1),DBI(>= 0.3.1),IRanges(>= 1.99.31),S4Vectors(>= 0.2.5)",3.10.0,,,
pd.nugo.hs1a520180,AnnotationData,,,Artistic-2.0,,IRanges(>= 1.15.43),,,"R (>= 2.15.0),Biostrings(>= 2.25.12), methods,RSQLite(>= 0.11.1),oligoClasses(>= 1.19.41),oligo(>= 1.21.5),DBI,S4Vectors",3.0.0,,,
pd.nugo.mm1a520177,AnnotationData,,,Artistic-2.0,,IRanges(>= 1.15.43),,,"R (>= 2.15.0),Biostrings(>= 2.25.12), methods,RSQLite(>= 0.11.1),oligoClasses(>= 1.19.41),oligo(>= 1.21.5),DBI,S4Vectors",3.0.0,,,
pd.ovigene.1.0.st,AnnotationData,,,Artistic-2.0,,,,,"R (>= 3.1.0),Biostrings(>= 2.33.14), methods,RSQLite(>= 0.11.4),oligoClasses(>= 1.27.2),oligo(>= 1.29.1),DBI(>= 0.3.1),IRanges(>= 1.99.31),S4Vectors(>= 0.2.5)",3.10.0,,,
pd.ovigene.1.1.st,AnnotationData,,,Artistic-2.0,,,,,"R (>= 3.1.0),Biostrings(>= 2.33.14), methods,RSQLite(>= 0.11.4),oligoClasses(>= 1.27.2),oligo(>= 1.29.1),DBI(>= 0.3.1),IRanges(>= 1.99.31),S4Vectors(>= 0.2.5)",3.10.0,,,
pd.pae.g1a,AnnotationData,,,Artistic-2.0,,,,,"R (>= 3.1.0),Biostrings(>= 2.33.14), methods,RSQLite(>= 0.11.4),oligoClasses(>= 1.27.2),oligo(>= 1.29.1),DBI(>= 0.3.1),IRanges(>= 1.99.31),S4Vectors(>= 0.2.5)",3.10.0,,,
pd.plasmodium.anopheles,AnnotationData,,,Artistic-2.0,,,,,"R (>= 3.1.0),Biostrings(>= 2.33.14), methods,RSQLite(>= 0.11.4),oligoClasses(>= 1.27.2),oligo(>= 1.29.1),DBI(>= 0.3.1),IRanges(>= 1.99.31),S4Vectors(>= 0.2.5)",3.10.0,,,
pd.poplar,AnnotationData,,,Artistic-2.0,,,,,"R (>= 3.1.0),Biostrings(>= 2.33.14), methods,RSQLite(>= 0.11.4),oligoClasses(>= 1.27.2),oligo(>= 1.29.1),DBI(>= 0.3.1),IRanges(>= 1.99.31),S4Vectors(>= 0.2.5)",3.10.0,,,
pd.porcine,AnnotationData,,,Artistic-2.0,,,,,"R (>= 3.1.0),Biostrings(>= 2.33.14), methods,RSQLite(>= 0.11.4),oligoClasses(>= 1.27.2),oligo(>= 1.29.1),DBI(>= 0.3.1),IRanges(>= 1.99.31),S4Vectors(>= 0.2.5)",3.10.0,,,
pd.porgene.1.0.st,AnnotationData,,,Artistic-2.0,,,,,"R (>= 3.1.0),Biostrings(>= 2.33.14), methods,RSQLite(>= 0.11.4),oligoClasses(>= 1.27.2),oligo(>= 1.29.1),DBI(>= 0.3.1),IRanges(>= 1.99.31),S4Vectors(>= 0.2.5)",3.10.0,,,
pd.porgene.1.1.st,AnnotationData,,,Artistic-2.0,,,,,"R (>= 3.1.0),Biostrings(>= 2.33.14), methods,RSQLite(>= 0.11.4),oligoClasses(>= 1.27.2),oligo(>= 1.29.1),DBI(>= 0.3.1),IRanges(>= 1.99.31),S4Vectors(>= 0.2.5)",3.10.0,,,
pd.rabgene.1.0.st,AnnotationData,,,Artistic-2.0,,,,,"R (>= 3.1.0),Biostrings(>= 2.33.14), methods,RSQLite(>= 0.11.4),oligoClasses(>= 1.27.2),oligo(>= 1.29.1),DBI(>= 0.3.1),IRanges(>= 1.99.31),S4Vectors(>= 0.2.5)",3.10.0,,,
pd.rabgene.1.1.st,AnnotationData,,,Artistic-2.0,,,,,"R (>= 3.1.0),Biostrings(>= 2.33.14), methods,RSQLite(>= 0.11.4),oligoClasses(>= 1.27.2),oligo(>= 1.29.1),DBI(>= 0.3.1),IRanges(>= 1.99.31),S4Vectors(>= 0.2.5)",3.10.0,,,
pd.rae230a,AnnotationData,,,Artistic-2.0,,,,,"R (>= 3.1.0),Biostrings(>= 2.33.14), methods,RSQLite(>= 0.11.4),oligoClasses(>= 1.27.2),oligo(>= 1.29.1),DBI(>= 0.3.1),IRanges(>= 1.99.31),S4Vectors(>= 0.2.5)",3.10.0,,,
pd.rae230b,AnnotationData,,,Artistic-2.0,,,,,"R (>= 3.1.0),Biostrings(>= 2.33.14), methods,RSQLite(>= 0.11.4),oligoClasses(>= 1.27.2),oligo(>= 1.29.1),DBI(>= 0.3.1),IRanges(>= 1.99.31),S4Vectors(>= 0.2.5)",3.10.0,,,
pd.raex.1.0.st.v1,AnnotationData,,,Artistic-2.0,,,,,"R (>= 3.1.0),Biostrings(>= 2.33.14), methods,RSQLite(>= 0.11.4),oligoClasses(>= 1.27.2),oligo(>= 1.29.1),DBI(>= 0.3.1),IRanges(>= 1.99.31),S4Vectors(>= 0.2.5)",3.10.0,,,
pd.ragene.1.0.st.v1,AnnotationData,,,Artistic-2.0,,,,,"R (>= 3.1.0),Biostrings(>= 2.33.14), methods,RSQLite(>= 0.11.4),oligoClasses(>= 1.27.2),oligo(>= 1.29.1),DBI(>= 0.3.1),IRanges(>= 1.99.31),S4Vectors(>= 0.2.5)",3.10.0,,,
pd.ragene.1.1.st.v1,AnnotationData,,,Artistic-2.0,,,,,"R (>= 3.1.0),Biostrings(>= 2.33.14), methods,RSQLite(>= 0.11.4),oligoClasses(>= 1.27.2),oligo(>= 1.29.1),DBI(>= 0.3.1),IRanges(>= 1.99.31),S4Vectors(>= 0.2.5)",3.10.0,,,
pd.ragene.2.0.st,AnnotationData,,,Artistic-2.0,,,,,"R (>= 3.1.0),Biostrings(>= 2.33.14), methods,RSQLite(>= 0.11.4),oligoClasses(>= 1.27.2),oligo(>= 1.29.1),DBI(>= 0.3.1),IRanges(>= 1.99.31),S4Vectors(>= 0.2.5)",3.10.0,,,
pd.ragene.2.1.st,AnnotationData,,,Artistic-2.0,,,,,"R (>= 3.1.0),Biostrings(>= 2.33.14), methods,RSQLite(>= 0.11.4),oligoClasses(>= 1.27.2),oligo(>= 1.29.1),DBI(>= 0.3.1),IRanges(>= 1.99.31),S4Vectors(>= 0.2.5)",3.10.0,,,
pd.rat230.2,AnnotationData,,,Artistic-2.0,,,,,"R (>= 3.1.0),Biostrings(>= 2.33.14), methods,RSQLite(>= 0.11.4),oligoClasses(>= 1.27.2),oligo(>= 1.29.1),DBI(>= 0.3.1),IRanges(>= 1.99.31),S4Vectors(>= 0.2.5)",3.10.0,,,
pd.rcngene.1.0.st,AnnotationData,,,Artistic-2.0,,,,,"R (>= 3.1.0),Biostrings(>= 2.33.14), methods,RSQLite(>= 0.11.4),oligoClasses(>= 1.27.2),oligo(>= 1.29.1),DBI(>= 0.3.1),IRanges(>= 1.99.31),S4Vectors(>= 0.2.5)",3.10.0,,,
pd.rcngene.1.1.st,AnnotationData,,,Artistic-2.0,,,,,"R (>= 3.1.0),Biostrings(>= 2.33.14), methods,RSQLite(>= 0.11.4),oligoClasses(>= 1.27.2),oligo(>= 1.29.1),DBI(>= 0.3.1),IRanges(>= 1.99.31),S4Vectors(>= 0.2.5)",3.10.0,,,
pd.rg.u34a,AnnotationData,,,Artistic-2.0,,,,,"R (>= 3.1.0),Biostrings(>= 2.33.14), methods,RSQLite(>= 0.11.4),oligoClasses(>= 1.27.2),oligo(>= 1.29.1),DBI(>= 0.3.1),IRanges(>= 1.99.31),S4Vectors(>= 0.2.5)",3.10.0,,,
pd.rg.u34b,AnnotationData,,,Artistic-2.0,,,,,"R (>= 3.1.0),Biostrings(>= 2.33.14), methods,RSQLite(>= 0.11.4),oligoClasses(>= 1.27.2),oligo(>= 1.29.1),DBI(>= 0.3.1),IRanges(>= 1.99.31),S4Vectors(>= 0.2.5)",3.10.0,,,
pd.rg.u34c,AnnotationData,,,Artistic-2.0,,,,,"R (>= 3.1.0),Biostrings(>= 2.33.14), methods,RSQLite(>= 0.11.4),oligoClasses(>= 1.27.2),oligo(>= 1.29.1),DBI(>= 0.3.1),IRanges(>= 1.99.31),S4Vectors(>= 0.2.5)",3.10.0,,,
pd.rhegene.1.0.st,AnnotationData,,,Artistic-2.0,,,,,"R (>= 3.1.0),Biostrings(>= 2.33.14), methods,RSQLite(>= 0.11.4),oligoClasses(>= 1.27.2),oligo(>= 1.29.1),DBI(>= 0.3.1),IRanges(>= 1.99.31),S4Vectors(>= 0.2.5)",3.10.0,,,
pd.rhegene.1.1.st,AnnotationData,,,Artistic-2.0,,,,,"R (>= 3.1.0),Biostrings(>= 2.33.14), methods,RSQLite(>= 0.11.4),oligoClasses(>= 1.27.2),oligo(>= 1.29.1),DBI(>= 0.3.1),IRanges(>= 1.99.31),S4Vectors(>= 0.2.5)",3.10.0,,,
pd.rhesus,AnnotationData,,,Artistic-2.0,,,,,"R (>= 3.1.0),Biostrings(>= 2.33.14), methods,RSQLite(>= 0.11.4),oligoClasses(>= 1.27.2),oligo(>= 1.29.1),DBI(>= 0.3.1),IRanges(>= 1.99.31),S4Vectors(>= 0.2.5)",3.10.0,,,
pd.rice,AnnotationData,,,Artistic-2.0,,,,,"R (>= 3.1.0),Biostrings(>= 2.33.14), methods,RSQLite(>= 0.11.4),oligoClasses(>= 1.27.2),oligo(>= 1.29.1),DBI(>= 0.3.1),IRanges(>= 1.99.31),S4Vectors(>= 0.2.5)",3.10.0,,,
pd.rjpgene.1.0.st,AnnotationData,,,Artistic-2.0,,,,,"R (>= 3.1.0),Biostrings(>= 2.33.14), methods,RSQLite(>= 0.11.4),oligoClasses(>= 1.27.2),oligo(>= 1.29.1),DBI(>= 0.3.1),IRanges(>= 1.99.31),S4Vectors(>= 0.2.5)",3.10.0,,,
pd.rjpgene.1.1.st,AnnotationData,,,Artistic-2.0,,,,,"R (>= 3.1.0),Biostrings(>= 2.33.14), methods,RSQLite(>= 0.11.4),oligoClasses(>= 1.27.2),oligo(>= 1.29.1),DBI(>= 0.3.1),IRanges(>= 1.99.31),S4Vectors(>= 0.2.5)",3.10.0,,,
